	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	location.latitude	location.longitude	placeId	road_name
639	5212	1601563.0	2015-05-26	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.138696387691959	46.192768653930166	Sèche	Route principale	1899-12-30 12:00:00	Mardi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499647.0	1116534.0	2015	5	26	Dépassement (circulation)	En dépassant de trop près (latéral)	46.19278009981864	6.138685437063812	ChIJ7x1vAtZ6jEcRAPdzsHqw5cQ	Route des Acacias
640	5213	1583833.0	2015-04-13	Accident en traversant une route	Genève	Jour	Beau	Autres	6.1395208702810935	46.206525316995666	Sèche	Route principale	1899-12-30 15:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499736.0	1118062.0	2015	4	13	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.206525535170066	6.139524419298465	ChIJa5h2mtdkjEcRPfJtgE3-BFs	Boulevard James-Fazy 3
641	5214	1606048.0	2015-06-05	Accident en quittant une route	Genève	Jour	Beau	Avec blessés légers	6.15499493809792	46.20424629814158	Sèche	Route principale	1899-12-30 15:00:00	Vendredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500926.0	1117789.0	2015	6	5	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse	46.20423894226656	6.155002377754067	ChIJxZ-Q_zBljEcREJA7SS8QIGk	Quai Gustave-Ador 2
642	5215	1622673.0	2015-05-16	Accident par tamponnement	Genève	Jour	Couvert	Autres	6.1485630974308005	46.20608925899515	Sèche	Route principale	1899-12-30 18:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500433.0	1118002.0	2015	5	16	Inattention et distraction	Manque d'attention momentané	46.20608265216774	6.148548561346938	ChIJeSo1Ey9ljEcR_L6-u1xx8qM	Pont du Mont-Blanc
643	5216	1595538.0	2015-05-01	Accident en parquant	Genève	Inconnu	Autre	Autres	6.137755620560787	46.192020067746675	Autre	Autre	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499573.0	1116452.0	2015	5	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.19200958037557	6.137734935016577	ChIJO7h93Sl7jEcRlK09syZuV6s	Rue du Lièvre 2-4
644	5217	1617773.0	2015-07-02	Accident impliquant des piétons	Genève	Jour	Beau	Autres	6.131544581409082	46.20250157031465	Sèche	Route secondaire	1899-12-30 21:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499113.0	1117625.0	2015	7	2	Influence / comportement du piéton	Non-utilisation du passage souterrain ou supérieur pour piétons	46.20252487887972	6.131520883419625	ChIJJSYlJdJkjEcRK5dvn0r4SqE	Rue des Deux-Ponts
645	5218	1583870.0	2015-04-13	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.141275790178035	46.20792202555685	Sèche	Route secondaire	1899-12-30 16:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499874.0	1118215.0	2015	4	13	Autres mouvements dans la circulation	Marche arrière imprudente	46.20793586942051	6.141249163552747	ChIJS0p-HNhkjEcR32A1BtKbAiI	Rue Necker 13-9
646	5219	1602819.0	2015-04-23	Accident en parquant	Genève	Jour	Beau	Autres	6.1502702462488035	46.20185327155925	Sèche	Route secondaire	1899-12-30 10:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500557.0	1117529.0	2015	4	23	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20186770621314	6.1502786075185485	ChIJCzOd4C1ljEcR6CSvY4N0jf4	Rue du Vieux-Collège 4-6
647	5220	1611413.0	2015-06-18	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Couvert	Autres	6.163470681285354	46.19589442743449	Sèche	Route secondaire	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2501565.0	1116850.0	2015	6	18	Dépassement (circulation)	Dépassement par la droite	46.19589539732557	6.163466363418343	ChIJBXMaOrV6jEcRmq4e-7b4_xs	Avenue Krieg
648	5221	1607085.0	2015-06-08	Accident par tamponnement	Genève	Jour	Beau	Autres	6.150106361845546	46.20384869316202	Sèche	Route principale	1899-12-30 06:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2500548.0	1117751.0	2015	6	8	Inattention et distraction	Manque d'attention momentané	46.203840542841405	6.150145954602059	ChIJc7s2RS5ljEcRcGKdoRU8Ikk	Place du Port 2
649	5222	1600758.0	2015-05-23	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.117521981725223	46.21008455270803	Sèche	Route principale	1899-12-30 19:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2498045.0	1118486.0	2015	5	23	Inattention et distraction	Manque d'attention momentané	46.21011764180165	6.11756867323118	ChIJifr4SLhkjEcRYmxBQKaXC9M	Chemin des Sports
650	5223	1586317.0	2015-04-18	Accident en traversant une route	Plan-les-Ouates	Jour	Couvert	Autres	6.099397938781445	46.15932627707487	Sèche	Route principale	1899-12-30 19:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496550.0	1112868.0	2015	4	18	Inattention et distraction	Manque d'attention momentané	46.15930600191982	6.099431783286345	ChIJr1KDH517jEcRIJIWGVbKSzQ	Route de Saint-Julien
651	5224	1579506.0	2015-04-02	Dérapage ou perte de maîtrise	Vernier	Aurore / crépuscule	Couvert	Autres	6.102336897999793	46.21417927475432	Humide	Route principale	1899-12-30 06:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496881.0	1118961.0	2015	4	2	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.21417650756055	6.102332913199593	ChIJ-3Z-LaFkjEcRFmgGfrPtKo0	Route de Vernier
652	5225	1580643.0	2015-04-05	Collision frontale	Russin	Jour	Beau	Autres	6.017490054109037	46.19616514832045	Sèche	Route principale	1899-12-30 10:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2490298.0	1117074.0	2015	4	5	Trafic de cycles et cyclomoteurs	Autre attitude fautive d'un cycliste ou d'un cyclomotoriste	46.19616656819008	6.017479684776991	ChIJAY428E99jEcREgC9MR17rss	Route du Mandement
653	5226	1596674.0	2015-05-13	Accident par tamponnement	Cologny	Jour	Beau	Avec blessés graves	6.186951457112883	46.228887597662585	Sèche	Route principale	1899-12-30 16:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2503436.0	1120488.0	2015	5	13	Inattention et distraction	Manque d'attention momentané	46.22889315125376	6.186938639441697	ChIJHS7vH3xljEcRbw7h1-OCTIY	Quai de Cologny
654	5227	1610616.0	2015-06-16	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.116280583456375	46.189188251750075	Sèche	Route principale	1899-12-30 11:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2497910.0	1116165.0	2015	6	16	Inattention et distraction	Manque d'attention momentané	46.18916374643405	6.1162984295558775	ChIJtzh6HDh7jEcRKtHFi_jkIg4	Route de Chancy 40
655	5228	1614303.0	2015-06-24	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Meyrin	Jour	Beau	Avec blessés graves	6.075167026946878	46.2205929945745	Sèche	Route principale	1899-12-30 18:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2494797.0	1119710.0	2015	6	24	Dépassement (situation)	Franchissement de la ligne de sécurité	46.2205596664042	6.075197338467548	ChIJ_UTkZBVjjEcRjkOUkdXlLlQ	Route de Satigny
656	5229	1627198.0	2015-07-24	Accident par tamponnement	Genève	Jour	Beau	Autres	6.163268985576964	46.2078128953835	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501571.0	1118175.0	2015	7	24	Inattention et distraction	Manque d'attention momentané	46.20781500307265	6.163268102393242	ChIJC68wbzhljEcRrlY-MucmMVY	Quai Gustave-Ador 62-64
657	5272	1547170.0	2015-01-11	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.138596050262367	46.19100411818345	Humide	Route secondaire	1899-12-30 05:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499636.0	1116338.0	2015	1	11	Etat / intention du conducteur	Influence de l'alcool	46.19100591724565	6.1385590700231925	ChIJf8J4K9Z6jEcRILfgPGJQkl0	Rue Caroline 27-11
658	5273	1550435.0	2015-01-16	Accident en parquant	Genève	Inconnu	Couvert	Autres	6.147305354301728	46.21158092736486	Sèche	Autre	1899-12-30 19:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500346.0	1118614.0	2015	1	16	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.21158397443764	6.1473073541456476	ChIJGwDQsyZljEcRs9hkJ_OBxz0	Rue de Zurich 19
659	5274	1550157.0	2015-01-18	Accident par tamponnement	Plan-les-Ouates	Nuit	Beau	Autres	6.127521925452214	46.169418453056295	Sèche	Autoroute	1899-12-30 19:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498741.0	1113953.0	2015	1	18	Inattention et distraction	Manque d'attention momentané	46.169416073663065	6.127496334636822	ChIJvwbaoQR7jEcRS6KMNJ1b2YI	:ERROR STATUS: NOT_FOUND
660	5275	1600334.0	2015-05-22	Accident par tamponnement	Genève	Jour	Beau	Autres	6.11255111055406	46.205077952937394	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497652.0	1117936.0	2015	5	22	Cause inconnue	Cause inconnue	46.20505687392493	6.112553142160891	ChIJ4ybiSLFkjEcRTqTHRkwpN8g	Avenue d'Aïre 101-97
661	5276	1586877.0	2015-04-20	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés légers	6.131864750348637	46.202658225702365	Sèche	Route secondaire	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2499138.0	1117642.0	2015	4	20	Inattention et distraction	Manque d'attention momentané	46.20269844220029	6.131849927027264	ChIJfaLbLtJkjEcR-LsTo2mk2EE	Quai du Rhône
662	5277	1598013.0	2015-05-17	Dérapage ou perte de maîtrise	Chambésy	Jour	Beau	Autres	6.139642804533571	46.234515902420036	Sèche	Route secondaire	1899-12-30 06:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499797.0	1121173.0	2015	5	17	Vitesse	Inadaptée au tracé de la route (virage serré, proximité d'un débouché, etc.)	46.234517099058415	6.1396483243896585	ChIJY42X9vhkjEcR0BeNdPE3uRE	Route de Pregny 30
663	5278	1587737.0	2015-04-22	Accident en s'engageant sur une route	Le Grand-Saconnex	Jour	Beau	Autres	6.118847634853224	46.23128772871925	Sèche	Route secondaire	1899-12-30 12:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2498187.0	1120841.0	2015	4	22	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	46.23128951310354	6.118845931103282	ChIJOYWnn45kjEcR1JzR266DH8g	Chemin Edouard-Sarasin
664	5279	1584864.0	2015-04-15	Collision frontale	Genève	Jour	Beau	Avec blessés graves	6.148831817825282	46.209511123291854	Sèche	Route secondaire	1899-12-30 16:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500460.0	1118382.0	2015	4	15	Refus d'accorder la priorité	Priorité au démarrage du bord de la route	46.209524368691	6.148807057609452	ChIJC-3fMiRljEcRcIH1UhL7puo	Rue Philippe-Plantamour 6-14
665	5280	1108425.0	2015-04-19	Accident en parquant	Vernier	Jour	Beau	Autres	6.117292466936218	46.21526407057412	Sèche	Route secondaire	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498037.0	1119062.0	2015	4	19	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.21525425210899	6.117285255616193	ChIJO_wg7r5kjEcRwE8sRSoAZAI	Avenue de Crozet 3
666	5281	1597871.0	2015-05-16	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.167103579071747	46.200100946175496	Sèche	Route principale	1899-12-30 19:00:00	Samedi	Non renseigné	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2501853.0	1117313.0	2015	5	16	Inattention et distraction	Manque d'attention momentané	46.20010468277385	6.1671035443433535	ChIJ7a2zlEtljEcRKbTxOLq4OPo	Route de Chêne 21-15
667	5282	1615137.0	2015-05-25	Accident en parquant	Carouge GE	Inconnu	Beau	Autres	6.1432002936347905	46.181529456650885	Sèche	Route secondaire	1899-12-30 23:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499974.0	1115279.0	2015	5	25	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.181554296460725	6.143236593928669	ChIJmaE7Odx6jEcR8JLNQB0Q39s	Rue de la Tannerie 8-14
668	5283	1592183.0	2015-05-03	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Pluie	Autres	6.1421655744278745	46.19886344643096	Mouillée	Route secondaire	1899-12-30 00:00:00	Dimanche	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499926.0	1117207.0	2015	5	3	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.198843221813185	6.142099811827161	ChIJXcxg2ypljEcRWQYGpbotuWo	Boulevard Georges-Favon 45-37
669	5284	1592107.0	2015-05-02	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Bellevue	Jour	Beau	Autres	6.132613886763767	46.26211816257759	Sèche	Autoroute	1899-12-30 18:00:00	Samedi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499306.0	1124250.0	2015	5	2	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.26212488759402	6.132529403604322	ChIJ914DMzxkjEcRauN9DkgoYQg	E62
670	5285	1583390.0	2015-04-12	Dérapage ou perte de maîtrise	Le Grand-Saconnex	Jour	Beau	Autres	6.124893590234139	46.24236143812122	Sèche	Autoroute	1899-12-30 13:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498674.0	1122064.0	2015	4	12	Etat / intention du conducteur	Influence de l'alcool	46.24231565485528	6.124912345403893	ChIJVds-LmdkjEcRqFuy3NxMWko	A1
671	5286	1599167.0	2015-05-19	Dérapage ou perte de maîtrise	Le Grand-Saconnex	Nuit	Couvert	Avec blessés graves	6.124958840859231	46.24234420359559	Sèche	Autoroute	1899-12-30 23:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498679.0	1122062.0	2015	5	19	Vitesse	Inadaptée au tracé de la route (virage serré, proximité d'un débouché, etc.)	46.2423262097946	6.124966212027438	ChIJVds-LmdkjEcRqFuy3NxMWko	A1
672	5287	1656882.0	2015-10-04	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Le Grand-Saconnex	Nuit	Couvert	Autres	6.1236779134309245	46.243300955614245	Mouillée	Route principale	1899-12-30 23:00:00	Dimanche	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2498582.0	1122170.0	2015	10	4	Vitesse	Inadaptée aux conditions du trafic	46.24331919329693	6.123669809204571	ChIJzZ2Q6GZkjEcRBhObROeC7Io	Chemin du Bois-Brûlé
673	5288	1653077.0	2015-09-25	Accident en parquant	Versoix	Jour	Beau	Autres	6.166890927847593	46.27957626813581	Sèche	Route secondaire	1899-12-30 10:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501980.0	1126147.0	2015	9	25	Inattention et distraction	Manque d'attention momentané	46.27958160399048	6.16689352515462	ChIJ-eZzQXpmjEcRYUEX35DPynI	Rampe de la Gare 2-6
674	5289	1620416.0	2015-07-09	Accident en quittant une route	Genève	Jour	Beau	Autres	6.117507278335543	46.210156355618295	Sèche	Route principale	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498044.0	1118494.0	2015	7	9	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.21014845535793	6.117503382463879	ChIJF4_XSLhkjEcRIjnbq0sfdps	Avenue de Châtelaine
675	5290	1649454.0	2015-09-16	Accident impliquant des piétons	Vernier	Jour	Beau	Avec blessés légers	6.089513968458421	46.21648286428137	Sèche	Route secondaire	1899-12-30 11:00:00	Mercredi	A l'intérieur d'une localité	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2495896.0	1119234.0	2015	9	16	Influence / comportement du piéton	Sauter / courir sur la chaussée	46.21648462297232	6.089515854202678	ChIJx4su6FxjjEcRXBoMKFM74Ds	Vernier
676	5291	1651680.0	2015-09-21	Accident par tamponnement	Genève	Nuit	Beau	Autres	6.149932860517645	46.208983894799616	Sèche	Route principale	1899-12-30 21:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2500544.0	1118322.0	2015	9	21	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.20896112064742	6.149973067778017	ChIJUXZmrCVljEcRYiXASmSpkdY	Quai du Mont-Blanc 13
677	5292	1652623.0	2015-09-24	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Vernier	Jour	Beau	Avec blessés graves	6.108676871547622	46.21142914655604	Sèche	Route principale	1899-12-30 07:00:00	Jeudi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2497365.0	1118647.0	2015	9	24	Dépassement (circulation)	En dépassant de trop près (latéral)	46.21138516226742	6.108676453798948	ChIJx8yxKaVkjEcRDDzxuWizWtM	Route de Vernier 92-94
678	5293	1641333.0	2015-08-22	Dérapage ou perte de maîtrise	Cologny	Nuit	Beau	Autres	6.197241285990215	46.23129540563157	Sèche	Route secondaire	1899-12-30 00:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504234.0	1120743.0	2015	8	22	Inattention et distraction	Manque d'attention momentané	46.23132545391726	6.197225871366582	ChIJ3w_LhYFvjEcRADILyh99z4c	Chemin de Ruth 101-99
679	5294	1638731.0	2015-08-21	Accident en parquant	Genève	Jour	Beau	Autres	6.150212593891738	46.20319313876921	Sèche	Route secondaire	1899-12-30 17:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500555.0	1117678.0	2015	8	21	Autres mouvements dans la circulation	Marche arrière imprudente	46.203550799999995	6.1503672000000025	ChIJycehQC5ljEcRojwso2jQzDs	Rue du Rhône 49-47
680	5295	1630618.0	2015-08-02	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.142159990734018	46.20290295931678	Sèche	Route secondaire	1899-12-30 03:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499933.0	1117656.0	2015	8	2	Autres mouvements dans la circulation	Marche arrière imprudente	46.20290125790764	6.142136311391196	ChIJyyIw8ylljEcR069mN0-8kuI	Rue de Hollande 10-12
681	5296	1621131.0	2015-07-09	Accident en parquant	Vernier	Inconnu	Beau	Autres	6.113428935613534	46.210000568631116	Sèche	Route secondaire	1899-12-30 19:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497729.0	1118482.0	2015	7	9	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.21003218185373	6.113461289854128	ChIJEaifP7pkjEcREBrtBwVUC54	Avenue Henri-Golay
682	5297	1640780.0	2015-08-21	Accident en parquant	Vernier	Jour	Beau	Autres	6.10785372189332	46.20587735063587	Sèche	Route principale	1899-12-30 15:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497291.0	1118031.0	2015	8	21	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20591369417985	6.107886721064098	ChIJ_5JpJ65kjEcR7EP4aM4Rmo0	Route de l'Usine-à-Gaz 10-16
683	5298	1642505.0	2015-08-30	Dérapage ou perte de maîtrise	Onex	Aurore / crépuscule	Beau	Autres	6.0898919887927	46.185564923184394	Sèche	Route principale	1899-12-30 06:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495866.0	1115797.0	2015	8	30	Etat / intention du conducteur	Influence de l'alcool	46.18558010612573	6.089935289350591	ChIJNToW16B8jEcR7BBAenSBDco	Route de Loëx
684	5299	1623928.0	2015-07-16	Accident en parquant	Carouge GE	Jour	Beau	Autres	6.1503178565817365	46.18452595602401	Sèche	Autre	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500529.0	1115603.0	2015	7	16	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.184595714212996	6.1503598868687055	ChIJ1_wp98R6jEcRZETqtHZRSws	Route de Veyrier 53-51
685	5300	1647708.0	2015-09-11	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.119007378189129	46.20654816707611	Sèche	Route principale	1899-12-30 21:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498153.0	1118091.0	2015	9	11	Etat / intention du conducteur	Influence de l'alcool	46.20652120944738	6.119022010791278	ChIJnzdc1rdkjEcRQPkkCw9m91k	Saint-Jean - Charmilles
