	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	location.latitude	location.longitude	placeId	road_name
686	5301	1655791.0	2015-10-02	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Beau	Avec blessés légers	6.121703340053514	46.20919775660964	Sèche	Route principale	1899-12-30 06:00:00	Vendredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498366.0	1118382.0	2015	10	2	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.20923302059846	6.121720077085028	ChIJr8KTxcdkjEcR9lpU8mz0ycU	Rue de Lyon 110
687	5302	1629943.0	2015-07-31	Accident en quittant une route	Genève	Jour	Beau	Autres	6.160508881690996	46.194025561905	Sèche	Route secondaire	1899-12-30 10:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2501333.0	1116646.0	2015	7	31	Dépassement (circulation)	Dépassement par la droite	46.19405111424714	6.160490020490244	ChIJcWKpZMp6jEcR0ODuRhMjIT8	Avenue Krieg
688	5303	1623479.0	2015-07-16	Dérapage ou perte de maîtrise	Petit-Lancy	Jour	Beau	Autres	6.1173017375126335	46.19141344993762	Sèche	Route secondaire	1899-12-30 12:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497993.0	1116411.0	2015	7	16	Inattention et distraction	Manque d'attention momentané	46.19141270949029	6.117299227754675	ChIJd8bQyzd7jEcRQOYWiTg9xog	Lancy
689	5304	1620909.0	2015-07-10	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.1650206241107295	46.193329860567104	Sèche	Route principale	1899-12-30 09:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2501680.0	1116563.0	2015	7	10	Inattention et distraction	Manque d'attention momentané	46.193340030926606	6.1650285791461705	ChIJ4yZ0Q7R6jEcR2mUwKl-s9PE	Chemin Rieu 15
690	5305	1661289.0	2015-10-08	Accident impliquant des piétons	Thônex	Jour	Beau	Avec blessés légers	6.198509604556826	46.19047319365023	Sèche	Route principale	1899-12-30 14:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504260.0	1116204.0	2015	10	8	Refus d'accorder la priorité	Arrêt obligatoire devant un passage pour piétons	46.190486909873066	6.198514470343733	ChIJmTMJEhxwjEcRsk0pWZUoaA0	Avenue Adrien-Jeandin
691	5306	1639867.0	2015-08-24	Dérapage ou perte de maîtrise	Thônex	Jour	Couvert	Avec blessés légers	6.1984424611119815	46.188304245951855	Mouillée	Route secondaire	1899-12-30 16:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504251.0	1115963.0	2015	8	24	Inattention et distraction	Manque d'attention momentané	46.18830506437493	6.198420571862856	ChIJBXY9zxtwjEcReFw_biZEe58	Avenue de Thônex 35
692	5307	1642054.0	2015-08-29	Dérapage ou perte de maîtrise	La Croix-de-Rozon	Nuit	Beau	Avec blessés graves	6.138297608975135	46.149291406915495	Sèche	Route principale	1899-12-30 04:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499536.0	1111702.0	2015	8	29	Etat / intention du conducteur	Influence de l'alcool	46.149288999665444	6.138223322651228	ChIJ-VJyyk96jEcRFhjR4ttokfo	Route d'Annecy 201
693	5308	1637222.0	2015-08-18	Accident en traversant une route	Conches	Jour	Beau	Avec blessés légers	6.179785290504175	46.193504599756615	Sèche	Route principale	1899-12-30 07:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2502820.0	1116564.0	2015	8	18	Inattention et distraction	Manque d'attention momentané	46.19350438383732	6.17978596203448	ChIJzXnFDqt6jEcR0McNQCqg6O0	Route de Malagnou 151
694	5310	1681245.0	2015-12-02	Dérapage ou perte de maîtrise	Anières	Nuit	Beau	Autres	6.2243688055023805	46.2779954601825	Sèche	Route secondaire	1899-12-30 21:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2506407.0	1125901.0	2015	12	2	Etat / intention du conducteur	Influence de l'alcool	46.27802985322429	6.2242923089069615	ChIJIyAo2LdojEcRtDGIMQck5eY	Route d'Hermance 301-299
695	5311	1687570.0	2015-12-09	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Aurore / crépuscule	Couvert	Autres	6.155802511261831	46.20242013506208	Sèche	Route secondaire	1899-12-30 07:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500985.0	1117585.0	2015	12	9	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.202414784340846	6.1557999510316055	ChIJM7K9bzFljEcRmg7WTY87JMk	Rue du Rhône
696	5312	1690257.0	2015-12-24	Dérapage ou perte de maîtrise	Plan-les-Ouates	Jour	Beau	Autres	6.1043278068639335	46.163145433518494	Sèche	Route principale	1899-12-30 09:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496938.0	1113286.0	2015	12	24	Inattention et distraction	Manque d'attention momentané	46.16314736923705	6.1043293324653	ChIJe-jNZHZ7jEcR4ce0M6Z_sbU	A1a
697	5313	1665608.0	2015-10-26	Accident en parquant	Meyrin	Jour	Beau	Autres	6.077364309447025	46.23533856087721	Sèche	Autre	1899-12-30 14:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2494995.0	1121346.0	2015	10	26	Autres mouvements dans la circulation	Marche arrière imprudente	46.235240146966284	6.07703354593537	ChIJ32-zjwtjjEcRkHYykFBwbd8	Avenue François-Besson 22
698	5355	1685016.0	2015-12-11	Accident en quittant une route	Meyrin	Nuit	Beau	Avec blessés légers	6.052156775811159	46.234437984885474	Sèche	Route principale	1899-12-30 19:00:00	Vendredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2493049.0	1121280.0	2015	12	11	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse	46.234467389081246	6.052173582153684	ChIJHSEHlvtijEcRC8179jjtK5w	Route de Meyrin 388-392
699	5356	1684564.0	2015-12-10	Accident impliquant des piétons	Meyrin	Nuit	Couvert	Avec blessés légers	6.072147907922523	46.22880670986215	Sèche	Route principale	1899-12-30 18:00:00	Jeudi	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2494580.0	1120627.0	2015	12	10	Refus d'accorder la priorité	Arrêt obligatoire devant un passage pour piétons	46.228805681090975	6.0721473787982845	ChIJ3Ys0uRFjjEcR1iSJk6kCC90	Route de Meyrin 282-286
700	5357	1666815.0	2015-10-29	Accident par tamponnement	Onex	Jour	Beau	Autres	6.104330849891528	46.18520584763747	Sèche	Route principale	1899-12-30 12:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496980.0	1115738.0	2015	10	29	Inattention et distraction	Manque d'attention momentané	46.18515343904645	6.104367115129183	ChIJY4oMoER7jEcRuiyw-RNo6U0	Route de Chancy 103
701	5358	1678321.0	2015-11-25	Accident par tamponnement	Cologny	Nuit	Beau	Avec blessés légers	6.187140889684082	46.22910562038369	Sèche	Route principale	1899-12-30 20:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2503451.0	1120512.0	2015	11	25	Etat / intention du conducteur	Influence de médicaments	46.229116513146714	6.187110259140952	ChIJmdjBmH5ljEcRBQ_mzQ4oo2I	Quai de Cologny 1
702	5359	1671810.0	2015-11-10	Accident en s'engageant sur une route	Versoix	Jour	Beau	Autres	6.153029607881156	46.290683430608404	Sèche	Route secondaire	1899-12-30 14:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500932.0	1127399.0	2015	11	10	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	46.29068514769058	6.153024435168012	ChIJoeWeYYxmjEcRClwH0BoOv4Y	Route de l'Etraz
703	5363	1667621.0	2015-10-31	Accident en parquant	Genève	Nuit	Beau	Autres	6.1591716874040126	46.20405982526707	Sèche	Route secondaire	1899-12-30 06:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501248.0	1117763.0	2015	10	31	Autres mouvements dans la circulation	Marche arrière imprudente	46.2040528797889	6.159157509475326	ChIJLdsAIDdljEcRFCu7JA3fa_M	Rue du 31 Décembre 27-17
704	5364	1678080.0	2015-11-21	Accident en parquant	Vessy	Nuit	Pluie	Autres	6.1586200575397765	46.17189003221589	Mouillée	Autre	1899-12-30 00:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501147.0	1114188.0	2015	11	21	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.17188904210997	6.1586190800853124	ChIJ2RWZc5N6jEcR8KFBvhV952s	Chemin de la Place-Verte 25-23
705	5365	1685828.0	2015-12-14	Accident en parquant	Genève	Jour	Couvert	Autres	6.14507120452867	46.20416894131055	Sèche	Route secondaire	1899-12-30 10:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2500160.0	1117793.0	2015	12	14	Autres mouvements dans la circulation	Marche arrière imprudente	46.20457	6.14544	ChIJ56EhISlljEcRHZDLziSqUqA	Rue du Rhône 19
706	5366	1674878.0	2015-11-17	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Couvert	Autres	6.149272694073717	46.19200835594367	Sèche	Route secondaire	1899-12-30 14:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2500462.0	1116436.0	2015	11	17	Dépassement (circulation)	En présence de trafic venant en sens inverse	46.19200037555684	6.1492824731715405	ChIJ0VLwAc56jEcROpT44FGCIb0	Avenue de la Roseraie 53
707	5367	1676861.0	2015-11-22	Accident en traversant une route	Puplinge	Jour	Couvert	Autres	6.228858205991885	46.211585100317315	Mouillée	Route principale	1899-12-30 08:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2506639.0	1118514.0	2015	11	22	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	46.21160259153017	6.22889056642778	ChIJXdIxZcpvjEcRragsmn6Ku5Y	Rue de Frémis 5-1
708	5368	1668264.0	2015-10-31	Accident en parquant	Athenaz (Avusy)	Inconnu	Autre	Autres	6.0066991546004855	46.154759032050364	Sèche	Route secondaire	1899-12-30 08:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2489381.0	1112487.0	2015	10	31	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.154761053526315	6.006699671240313	ChIJJwU1yo99jEcRpAtHrUpc10o	Route d'Athenaz
709	5369	1675686.0	2015-11-19	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.157425121760968	46.19844399389346	Sèche	Route principale	1899-12-30 11:00:00	Jeudi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2501103.0	1117141.0	2015	11	19	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.19849487597265	6.157451504938245	ChIJHT5gmjRljEcRbNFIsXReM8g	Route de Malagnou
710	5376	1675587.0	2015-11-19	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés graves	6.143878452190722	46.19276527725317	Humide	Route secondaire	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2500047.0	1116527.0	2015	11	19	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)	46.19276893605877	6.1439095363263725	ChIJEy-srdZ6jEcRG4majVleu1s	Rue de Carouge 65-57
711	5377	1669283.0	2015-11-04	Accident en s'engageant sur une route	Genève	Jour	Couvert	Avec blessés légers	6.167405576782326	46.19937561027113	Humide	Route secondaire	1899-12-30 12:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501875.0	1117232.0	2015	11	4	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	46.19937509838435	6.167392885832228	ChIJy4cDeUtljEcR0L2ktEvlrvQ	Avenue de l'Amandolier 19-11
712	5379	1640111.0	2015-08-25	Accident par tamponnement	La Croix-de-Rozon	Jour	Beau	Autres	6.095942253008388	46.14982943161764	Sèche	Autoroute	1899-12-30 09:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2496265.0	1111817.0	2015	8	25	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.14982089551752	6.095988703693018	ChIJgabs1ZF7jEcRvoFwWG5wIgo	Unnamed Road
713	5381	1669531.0	2015-11-04	Accident en traversant une route	Le Grand-Saconnex	Nuit	Couvert	Avec blessés graves	6.1115543175499925	46.225219280954846	Sèche	Route secondaire	1899-12-30 21:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2497613.0	1120176.0	2015	11	4	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	46.22521592550326	6.111549035102251	ChIJj6pPd5pkjEcRAKb4Y11Fc1k	Chemin des Corbillettes 29
714	5398	1660033.0	2015-10-11	Accident en parquant	Meyrin	Inconnu	Beau	Autres	6.082331365037082	46.231646612642905	Sèche	Autre	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2495371.0	1120929.0	2015	10	11	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.23161398333499	6.082314403394113	ChIJ1yGV93JjjEcR1lLbMnlKdP8	Place des Cinq-Continents
715	5399	1645591.0	2015-09-06	Accident en parquant	Genève	Inconnu	Beau	Autres	6.144773867529228	46.195969423807824	Sèche	Route secondaire	1899-12-30 12:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500122.0	1116882.0	2015	9	6	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.195951847507494	6.144771701503776	ChIJjaVcYtN6jEcRZP4Nt_6zNj4	Rue des Sources 17-9
716	5400	1645855.0	2015-09-06	Accident en parquant	Meyrin	Inconnu	Beau	Autres	6.069027408432148	46.229686582947465	Sèche	Autre	1899-12-30 23:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2494341.0	1120729.0	2015	9	6	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.22966528054385	6.069016424385206	ChIJTUyUFhBjjEcRWE8KXExJaOM	Route de Meyrin 323
717	5402	1673019.0	2015-11-13	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés légers	6.1567970747995755	46.18495965493969	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	Non renseigné	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501030.0	1115643.0	2015	11	13	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)	46.184957172394725	6.156745282801541	ChIJV8i8AMd6jEcRAE8KElsNpAM	Route du Bout-du-Monde 5
718	5403	1689374.0	2015-12-21	Collision frontale	Genève	Nuit	Couvert	Autres	6.152901906334993	46.203439742532616	Humide	Route principale	1899-12-30 22:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500763.0	1117702.0	2015	12	21	Inattention et distraction	Manque d'attention momentané	46.20345077078028	6.152906032619367	ChIJjwalxDFljEcREKIdTCFagck	Quai du Général-Guisan
719	5422	1551615.0	2015-01-20	Dérapage ou perte de maîtrise	Thônex	Inconnu	Autre	Autres	6.191207558706157	46.186901939724066	Autre	Route secondaire	1899-12-30 14:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2503690.0	1115816.0	2015	1	20	Inattention et distraction	Manque d'attention momentané	46.18691290340401	6.191213139023497	ChIJMy4UEgVwjEcRsiL28ul3-0A	Avenue Suisse
720	5423	1566321.0	2015-03-02	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Couvert	Autres	6.1625857235826205	46.19330234174849	Sèche	Route secondaire	1899-12-30 15:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2501492.0	1116563.0	2015	3	2	Dépassement (circulation)	En dépassant de trop près (latéral)	46.19332287457904	6.16254287340245	ChIJ3YbJvLV6jEcR2FWi5d1XWac	Rue Robert-De-Traz 2-6
721	5424	1572413.0	2015-03-13	Dérapage ou perte de maîtrise	Vernier	Jour	Beau	Autres	6.090314821460698	46.21606957940163	Sèche	Route secondaire	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495957.0	1119187.0	2015	3	13	Autres mouvements dans la circulation	Marche arrière imprudente	46.216066066413525	6.0903107115049515	ChIJ9zRrYVxjjEcRKBgkEvIVgR8	Vernier
722	5425	1577627.0	2015-03-28	Accident en parquant	Genève	Jour	Autre	Autres	6.1433241928416065	46.20679396568129	Sèche	Autre	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500030.0	1118087.0	2015	3	28	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.206791152886474	6.143318754889817	ChIJxc8GcyhljEcR1Wi-ocVZ3fE	Place De-Grenus
723	5426	1556992.0	2015-02-05	Accident en parquant	Genève	Jour	Beau	Autres	6.155226619820484	46.20376310628298	Sèche	Route principale	1899-12-30 16:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500943.0	1117735.0	2015	2	5	Autres mouvements dans la circulation	Marche arrière imprudente	46.203764509279225	6.1552343680955195	ChIJB8SrCDFljEcRGMv66SCmU7k	Rue de la Scie 7-3
724	5427	1552860.0	2015-01-24	Accident en parquant	Petit-Lancy	Jour	Couvert	Autres	6.126670557785838	46.18754619934316	Mouillée	Autre	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498709.0	1115969.0	2015	1	24	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.18761243588703	6.126659109021242	ChIJffbOPyV7jEcR1CweYTXKzuM	Route du Grand-Lancy
725	5428	1573437.0	2015-03-18	Accident en traversant une route	Petit-Lancy	Aurore / crépuscule	Beau	Autres	6.113570156922126	46.18824775785516	Sèche	Route principale	1899-12-30 18:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497699.0	1116064.0	2015	3	18	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	46.188292	6.1136652	ChIJ4Sprv0d7jEcRkW6jdL1OV9g	Route du Pont Butin
726	5429	1571687.0	2015-03-14	Dérapage ou perte de maîtrise	Meyrin	Nuit	Beau	Autres	6.085166222270828	46.234424709691105	Sèche	Route principale	1899-12-30 20:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495595.0	1121234.0	2015	3	14	Etat / intention du conducteur	Influence de l'alcool	46.23444253738617	6.085172091455092	ChIJt4Q1CHRjjEcRxwhvlxDCjow	:ERROR STATUS: NOT_FOUND
727	5430	1553139.0	2015-01-26	Accident par tamponnement	Vernier	Nuit	Chute de neige	Autres	6.092485871231995	46.214754954729564	Mouillée	Autoroute	1899-12-30 16:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2496122.0	1119038.0	2015	1	26	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.21479365088536	6.092461671677072	ChIJ8b6mmk9jjEcRxWWprnnRfwU	Tunnel de Vernier
728	5431	1611918.0	2015-06-19	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.139286029073789	46.2071343978105	Sèche	Route principale	1899-12-30 09:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2499719.0	1118130.0	2015	6	19	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.2071471503833	6.13930042190542	ChIJIQ8BhNdkjEcR9Ei9ZKFNycI	Rue Voltaire 3
729	5432	1608239.0	2015-06-06	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.167339365803484	46.20941527565638	Sèche	Route secondaire	1899-12-30 15:00:00	Samedi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2501888.0	1118348.0	2015	6	6	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.20943125932785	6.167323092735662	ChIJ-1xlyEZljEcRYmbgGpn7oxI	Quai Gustave-Ador
730	5433	1583683.0	2015-04-13	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.161353216126398	46.19006754132445	Sèche	Route principale	1899-12-30 11:00:00	Lundi	A l'intérieur d'une localité	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2501391.0	1116205.0	2015	4	13	Inattention et distraction	Manque d'attention momentané	46.19007431389457	6.161341844995552	ChIJxfSParZ6jEcRkbNir-jDE48	Champel
731	5434	1614012.0	2015-05-29	Accident en parquant	Vessy	Jour	Beau	Autres	6.155292649969312	46.17515403236842	Sèche	Route secondaire	1899-12-30 07:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500896.0	1114555.0	2015	5	29	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.17515990709835	6.155280741288053	ChIJA0YYH-t6jEcRZjHk4-fROc8	Chemin de l'Argilière
732	5435	1608648.0	2015-06-11	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.140479489595236	46.20002264194501	Sèche	Route secondaire	1899-12-30 15:00:00	Jeudi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499798.0	1117338.0	2015	6	11	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.200035713114396	6.140479605222239	ChIJb3sxhypljEcRP3X81GlHeds	Rue Harry-Marc
