	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg
2732	16334	1563463.0	2015-02-23	Accident par tamponnement	Genève	Jour	Pluie	Autres	6.162534224506063	46.19107955251447	Humide	Route principale	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2501484.0	1116316.0	2015	2	23	Inattention et distraction	Manque d'attention momentané
2733	16337	1566985.0	2015-03-03	Accident par tamponnement	Genève	Nuit	Couvert	Autres	6.131210359706999	46.21586702508943	Sèche	Route secondaire	1899-12-30 19:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2499112.0	1119111.0	2015	3	3	Autres mouvements dans la circulation	Marche arrière imprudente
2734	16339	1561733.0	2015-02-19	Accident par tamponnement	Genève	Jour	Beau	Autres	6.158033732582774	46.20231053173577	Sèche	Route principale	1899-12-30 07:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2501157.0	1117570.0	2015	2	19	Inattention et distraction	Manque d'attention momentané
2735	16340	1557459.0	2015-02-07	Autres	Cologny	Jour	Couvert	Autres	6.181487729670068	46.21625839436342	Sèche	Route secondaire	1899-12-30 15:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2502992.0	1119091.0	2015	2	7	Utilisation inadéquate du véhicule	Stationnement sans précautions suffisantes
2736	16342	1558453.0	2015-02-10	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Plan-les-Ouates	Jour	Beau	Autres	6.128055154762702	46.17093612202791	Sèche	Autoroute	1899-12-30 08:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2498785.0	1114121.0	2015	2	10	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
2737	16344	1571836.0	2015-03-15	Dérapage ou perte de maîtrise	Meyrin	Aurore / crépuscule	Beau	Autres	6.054481711255706	46.233764747495414	Sèche	Autre	1899-12-30 06:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2493227.0	1121202.0	2015	3	15	Etat / intention du conducteur	Influence de stupéfiants
2738	16345	1580435.0	2015-04-04	Collision frontale	Genève	Aurore / crépuscule	Beau	Autres	6.151460426851734	46.203027446019846	Sèche	Route secondaire	1899-12-30 16:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500651.0	1117658.0	2015	4	4	Refus d'accorder la priorité	Autre refus de priorité
2739	16346	1583110.0	2015-04-11	Accident impliquant des piétons	Plan-les-Ouates	Jour	Couvert	Avec blessés légers	6.136809540454363	46.167132915433335	Sèche	Route secondaire	1899-12-30 17:00:00	Samedi	Non renseigné	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499454.0	1113687.0	2015	4	11	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)
2740	16347	1580107.0	2015-04-03	Accident en traversant une route	Genève	Jour	Couvert	Autres	6.165976046544451	46.19623760826466	Sèche	Route principale	1899-12-30 14:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2501759.0	1116885.0	2015	4	3	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge
2741	16348	1608000.0	2015-06-10	Accident en parquant	Genève	Jour	Beau	Avec blessés légers	6.144114610752011	46.220406248126444	Sèche	Route principale	1899-12-30 08:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2500116.0	1119599.0	2015	6	10	Utilisation inadéquate du véhicule	Ouverture imprudente de la portière
2742	16349	1602068.0	2015-05-26	Accident en parquant	Meyrin	Jour	Beau	Autres	6.066772800921762	46.229128382026104	Sèche	Autre	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2494166.0	1120670.0	2015	5	26	Autres mouvements dans la circulation	Marche arrière imprudente
2743	16350	1586508.0	2015-04-19	Collision frontale	Genève	Jour	Beau	Autres	6.129860767069962	46.2218612849796	Sèche	Route principale	1899-12-30 10:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499019.0	1119779.0	2015	4	19	Inattention et distraction	Manque d'attention momentané
2744	16351	1618464.0	2015-07-04	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Plan-les-Ouates	Inconnu	Beau	Autres	6.100902409390784	46.15711291137462	Sèche	Autoroute	1899-12-30 15:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496662.0	1112620.0	2015	7	4	Etat / intention du conducteur	Influence de l'alcool
2745	16352	1609028.0	2015-06-11	Accident par tamponnement	Genève	Jour	Beau	Autres	6.131749882839193	46.20312473145414	Sèche	Route principale	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499130.0	1117694.0	2015	6	11	Etat / intention du conducteur	Influence de l'alcool
2746	16353	1578087.0	2015-03-30	Accident par tamponnement	Genève	Jour	Pluie	Avec blessés graves	6.13516106923206	46.21433827903036	Mouillée	Route secondaire	1899-12-30 07:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499414.0	1118936.0	2015	3	30	Dépassement (circulation)	Autre attitude fautive en rapport avec un dépassement (circulation)
2747	16354	1597785.0	2015-05-16	Collision frontale	Vésenaz	Jour	Beau	Avec blessés graves	6.207403239826216	46.245684508445095	Sèche	Route principale	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2505043.0	1122330.0	2015	5	16	Dépassement (situation)	Franchissement de la ligne de sécurité
2748	16355	1583479.0	2015-04-12	Accident en traversant une route	Cologny	Jour	Beau	Autres	6.187065406369179	46.22900581908681	Sèche	Route principale	1899-12-30 18:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2503445.0	1120501.0	2015	4	12	Autres mouvements dans la circulation	Demi-tour imprudent
2749	16356	1616387.0	2015-06-29	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.116267414355463	46.18919709423359	Sèche	Route principale	1899-12-30 17:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2497909.0	1116166.0	2015	6	29	Inattention et distraction	Manque d'attention momentané
2750	16357	1637037.0	2015-08-17	Accident en parquant	Vernier	Jour	Autre	Autres	6.094623665212522	46.22002564682765	Autre	Autre	1899-12-30 11:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496297.0	1119621.0	2015	8	17	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2751	16358	1631831.0	2015-08-05	Accident en traversant une route	Genève	Aurore / crépuscule	Beau	Avec blessés légers	6.149269665572873	46.19705553415425	Sèche	Route principale	1899-12-30 06:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500471.0	1116997.0	2015	8	5	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
2752	16359	1656845.0	2015-10-04	Dérapage ou perte de maîtrise	Genève	Jour	Couvert	Autres	6.1250300253253	46.203451549497835	Sèche	Route secondaire	1899-12-30 19:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498612.0	1117739.0	2015	10	4	Autres mouvements dans la circulation	Demi-tour imprudent
2753	16360	1631887.0	2015-08-05	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.149367146331853	46.19458252424671	Sèche	Route principale	1899-12-30 09:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500474.0	1116722.0	2015	8	5	Autres mouvements dans la circulation	Marche arrière imprudente
2754	16361	1658729.0	2015-10-09	Accident en traversant une route	Genève	Jour	Beau	Avec blessés légers	6.120528865088747	46.2095349209367	Sèche	Route principale	1899-12-30 09:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2498276.0	1118421.0	2015	10	9	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge
2755	16362	1642080.0	2015-08-29	Dérapage ou perte de maîtrise	Genève	Aurore / crépuscule	Couvert	Autres	6.13819569598212	46.19149432900224	Sèche	Route secondaire	1899-12-30 06:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499606.0	1116393.0	2015	8	29	Etat / intention du conducteur	Influence de l'alcool
2756	16363	1659165.0	2015-10-10	Dérapage ou perte de maîtrise	Cologny	Nuit	Couvert	Autres	6.185684301204084	46.21918402975773	Sèche	Route secondaire	1899-12-30 04:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503321.0	1119411.0	2015	10	10	Etat / intention du conducteur	Influence de l'alcool
2757	16364	1625921.0	2015-07-21	Accident en parquant	Genève	Jour	Beau	Autres	6.150886048116888	46.21196372756426	Sèche	Route secondaire	1899-12-30 12:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500623.0	1118652.0	2015	7	21	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2758	16365	1651951.0	2015-09-22	Accident en parquant	Genève	Jour	Beau	Autres	6.155537609332489	46.197720790439945	Sèche	Route principale	1899-12-30 14:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500956.0	1117063.0	2015	9	22	Autres mouvements dans la circulation	Marche arrière imprudente
2759	16366	1660333.0	2015-10-13	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.126254783705531	46.17256160435489	Sèche	Route secondaire	1899-12-30 07:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2498649.0	1114304.0	2015	10	13	Inattention et distraction	Manque d'attention momentané
2760	16367	1676566.0	2015-11-21	Accident en traversant une route	Cartigny	Jour	Chute de neige	Avec blessés légers	6.025235519960222	46.165834411897166	Mouillée	Route principale	1899-12-30 12:00:00	Samedi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2490835.0	1113692.0	2015	11	21	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
2761	16368	1665073.0	2015-10-25	Accident par tamponnement	Petit-Lancy	Jour	Beau	Autres	6.123319104795935	46.17400288190869	Sèche	Route principale	1899-12-30 12:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498425.0	1114468.0	2015	10	25	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède
2762	16369	1664678.0	2015-10-23	Accident en parquant	Genève	Inconnu	Beau	Autres	6.150295727353503	46.201871556179825	Sèche	Route principale	1899-12-30 23:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500559.0	1117531.0	2015	10	23	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2763	16414	1606552.0	2015-06-06	Accident impliquant des piétons	Thônex	Jour	Beau	Avec blessés légers	6.211163712403854	46.198033891448176	Sèche	Route principale	1899-12-30 16:00:00	Samedi	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2505250.0	1117029.0	2015	6	6	Refus d'accorder la priorité	Arrêt obligatoire devant un passage pour piétons
2764	16415	1597566.0	2015-05-15	Dérapage ou perte de maîtrise	Vernier	Nuit	Couvert	Avec blessés graves	6.099521705722025	46.22113651048671	Sèche	Autoroute	1899-12-30 22:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2496677.0	1119738.0	2015	5	15	Inattention et distraction	Manque d'attention momentané
2765	16416	1629773.0	2015-07-13	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.145713326396783	46.20986229622883	Sèche	Route secondaire	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500220.0	1118425.0	2015	7	13	Inattention et distraction	Manque d'attention momentané
2766	16417	1633000.0	2015-08-07	Accident par tamponnement	Genève	Jour	Beau	Autres	6.12295822023163	46.21999964767757	Sèche	Route principale	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2498483.0	1119581.0	2015	8	7	Cause inconnue	Cause inconnue
2767	16418	1635311.0	2015-08-11	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Aurore / crépuscule	Beau	Autres	6.130608309723062	46.21557214878154	Sèche	Route principale	1899-12-30 21:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499065.0	1119079.0	2015	8	11	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
2768	16419	1642633.0	2015-08-30	Accident en s'engageant sur une route	Genève	Jour	Beau	Avec blessés légers	6.165408661430589	46.195016639756915	Sèche	Route principale	1899-12-30 16:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2501713.0	1116750.0	2015	8	30	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
2769	16420	1650027.0	2015-09-14	Accident en parquant	Carouge GE	Jour	Couvert	Autres	6.143566047667049	46.18575316599343	Sèche	Route secondaire	1899-12-30 10:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500010.0	1115748.0	2015	9	14	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2770	16421	1648585.0	2015-09-14	Dérapage ou perte de maîtrise	Vernier	Jour	Couvert	Autres	6.104064005806183	46.21456858699135	Sèche	Autre	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497015.0	1119002.0	2015	9	14	Autres mouvements dans la circulation	Marche arrière imprudente
2771	16422	1634523.0	2015-08-11	Accident en parquant	Genève	Jour	Autre	Autres	6.1271272052255075	46.20998067939201	Autre	Route secondaire	1899-12-30 13:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498786.0	1118462.0	2015	8	11	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2772	16423	1622384.0	2015-07-13	Dérapage ou perte de maîtrise	Cologny	Aurore / crépuscule	Beau	Avec blessés graves	6.193441211372416	46.23476228061374	Sèche	Route principale	1899-12-30 21:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503947.0	1121133.0	2015	7	13	Inattention et distraction	Manque d'attention momentané
2773	16424	1634093.0	2015-08-10	Accident par tamponnement	Versoix	Jour	Beau	Autres	6.167349715245325	46.27993230711425	Sèche	Route principale	1899-12-30 15:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2502016.0	1126186.0	2015	8	10	Inattention et distraction	Manque d'attention momentané
2774	16426	1662187.0	2015-10-17	Dérapage ou perte de maîtrise	Vésenaz	Jour	Beau	Autres	6.2026069316667485	46.24276214480546	Sèche	Route secondaire	1899-12-30 17:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2504668.0	1122011.0	2015	10	17	Autres mouvements dans la circulation	Marche arrière imprudente
2775	16427	1675825.0	2015-11-19	Accident en parquant	Genthod	Jour	Beau	Autres	6.156034049718522	46.25579187824213	Sèche	Route principale	1899-12-30 14:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501100.0	1123517.0	2015	11	19	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2776	16430	1676939.0	2015-11-22	Accident en s'engageant sur une route	Genève	Jour	Beau	Avec blessés légers	6.129092556351687	46.20693557682986	Sèche	Route principale	1899-12-30 14:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2498932.0	1118121.0	2015	11	22	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
2777	16431	1676523.0	2015-11-21	Accident en quittant une route	Genève	Jour	Beau	Autres	6.154087728505871	46.20315635554891	Humide	Route principale	1899-12-30 09:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2500854.0	1117669.0	2015	11	21	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse
2778	16432	1671005.0	2015-11-08	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés graves	6.144161029984249	46.21083414986921	Sèche	Route secondaire	1899-12-30 10:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500102.0	1118535.0	2015	11	8	Etat / intention du conducteur	Influence de l'alcool
2779	16433	1651606.0	2015-09-21	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Versoix	Jour	Beau	Autres	6.143174394787859	46.279999573807885	Sèche	Autoroute	1899-12-30 17:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500153.0	1126224.0	2015	9	21	Dépassement (circulation)	En dépassant de trop près (latéral)
2780	16434	1682251.0	2015-12-04	Dérapage ou perte de maîtrise	Genève	Nuit	Couvert	Avec blessés graves	6.147315835402814	46.19967825038972	Mouillée	Route secondaire	1899-12-30 20:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500325.0	1117291.0	2015	12	4	Etat / intention du conducteur	Influence de l'alcool
2781	16442	1569761.0	2015-03-10	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Aurore / crépuscule	Beau	Autres	6.1429267468627655	46.208246888981186	Sèche	Route principale	1899-12-30 06:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500002.0	1118249.0	2015	3	10	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
2782	16443	1606235.0	2015-06-05	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.1416828451168	46.194656378147336	Sèche	Route secondaire	1899-12-30 23:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499881.0	1116740.0	2015	6	5	Etat / intention du conducteur	Influence de l'alcool
2783	16444	1596588.0	2015-05-13	Accident en quittant une route	Satigny	Jour	Beau	Avec blessés graves	6.068987795847103	46.20810234006138	Sèche	Route secondaire	1899-12-30 13:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2494296.0	1118330.0	2015	5	13	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse
2784	16445	1625194.0	2015-07-19	Accident en parquant	Genève	Inconnu	Beau	Autres	6.147408284770115	46.19414626490554	Sèche	Route secondaire	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500322.0	1116676.0	2015	7	19	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
2785	16446	1621013.0	2015-07-10	Accident par tamponnement	Vernier	Jour	Beau	Avec blessés graves	6.11027766823413	46.212212738929146	Sèche	Route secondaire	1899-12-30 14:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2497490.0	1118732.0	2015	7	10	Inattention et distraction	Manque d'attention momentané
2786	16451	1644871.0	2015-09-04	Dérapage ou perte de maîtrise	Meyrin	Jour	Beau	Autres	6.107462330683314	46.228751863992585	Sèche	Autoroute	1899-12-30 18:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497304.0	1120574.0	2015	9	4	Inattention et distraction	Manque d'attention momentané
2787	16452	1682557.0	2015-12-05	Dérapage ou perte de maîtrise	Carouge GE	Jour	Beau	Autres	6.134144850578219	46.182684631759265	Sèche	Autre	1899-12-30 16:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499277.0	1115419.0	2015	12	5	Inattention et distraction	Manque d'attention momentané
2788	16453	1629890.0	2015-07-31	Accident en traversant une route	Bellevue	Jour	Beau	Avec blessés légers	6.144367110943004	46.25063852828873	Sèche	Route secondaire	1899-12-30 07:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500191.0	1122959.0	2015	7	31	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
2789	16498	1633727.0	2015-08-09	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Vernier	Jour	Beau	Autres	6.096084607063928	46.215976423922484	Sèche	Autoroute	1899-12-30 18:00:00	Dimanche	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496402.0	1119169.0	2015	8	9	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
2790	16499	1689274.0	2015-12-20	Accident en parquant	Vernier	Nuit	Couvert	Autres	6.115091951024442	46.21142360213893	Sèche	Route secondaire	1899-12-30 03:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497860.0	1118638.0	2015	12	20	Inattention et distraction	Manque d'attention momentané
