	road_name
988	Prom. du Pin 5-1
989	Chemin du Pont-du-Centenaire
990	Pâquis-Nations
991	Route de Pré-Lauret
992	Route de Meyrin
993	Unnamed Road
994	Quai du Mont-Blanc 3
995	Rue du Stand 3-1
996	Route de Florissant 59-53
997	Chemin de l'Ecu
998	Chemin des Sports
