originalIndex	location.latitude	location.longitude	placeId
260	46.20956946251075	6.145952860011229	ChIJbxE39iZljEcRJMtCYV-VvtY
261	46.20251861729147	6.147818250157378	ChIJ43z_my5ljEcRgCJNDi6UCCM
262	46.195215140896295	6.107049679780929	ChIJP9Xu6E17jEcRbKgtKqhL6yw
263	46.25759151441649	6.1346850977754634	ChIJMYZm4j5kjEcRtwjfFfq5wxs
264	46.21415166295775	6.09044434688891	ChIJ8b6mmk9jjEcRxWWprnnRfwU
265	46.19335322174552	6.1669831285734364	ChIJBUoehrN6jEcRgvWznqs7F7U
266	46.20255311786033	6.101444452294028	ChIJ-eeZhqtkjEcRgtvoaDb_0uA
267	46.210818176911935	6.145305401931427	ChIJhTgFICdljEcRs17guWF7j6s
268	46.205833554366926	6.100124169070417	ChIJzcuXcqlkjEcRwH3WUKBpN6s
269	46.20627321749218	6.140196575044111	ChIJ_ZcE69dkjEcRd_q1-QGMFlY
270	46.1984613	6.1559012	ChIJ9xNRbzNljEcRWXHQ2vXcHfM
271	46.18547363178985	6.082478048271346	ChIJvxI2QKN8jEcRCnVtfbEcZyE
272	46.24798502814074	6.133095474081921	ChIJ3ye4fUNkjEcRmOqLp6qKr24
273	46.196084873397666	6.1727428368908	ChIJj10aq7J6jEcRAuT-rJvq8FA
274	46.21102796891143	6.146936093427336	ChIJD_OJuyZljEcRrSs_k4kyXps
275	46.17989862809098	6.115947373209294	ChIJBeuJexV7jEcRgN1f0R2BTHE
276	46.19640612658961	6.136897375990915	ChIJ4-B75Cp7jEcRfIc2U-bA1NE
277	46.200696970237296	6.157954009210711	ChIJ0bj6DTRljEcRioUA5DOhbmg
278	46.187718863165614	6.160204592023496	ChIJHdiC5rd6jEcRAcIadk5vUqw
279	46.198505595302194	6.07811038992911	ChIJaacGfbR8jEcRDBF2yPVjvMk
280	46.17926174265379	6.119863416687938	ChIJzwPrBBZ7jEcR9fKsRtPO6oM
281	46.22090880167336	6.050412768622119	ChIJzTGLFN5ijEcRPHEpMAcArlI
282	46.18789372412637	6.100298918396011	ChIJtbBAs1t7jEcRIA1dJuJjFtI
283	46.20896676270205	6.149979740841152	ChIJUXZmrCVljEcRYiXASmSpkdY
284	46.210417338489584	6.151544825308903	ChIJF66LjCRljEcRCkkhe1trsZc
285	46.19952265780183	6.174913222547363	ChIJ80NLFVJljEcRu7AjEXG_P_A
286	46.21950664884694	6.147405874407207	ChIJB20T-B5ljEcRQf_76MRFl10
287	46.16886061331618	6.109381746718645	ChIJN3cy53J7jEcRwgw2poTSRoA
288	46.1986123886709	6.149689554090166	ChIJ-4d4bC1ljEcRODEKo3ewdRg
289	46.18364292679674	6.156936485955319	ChIJnV3PFcd6jEcRqqw0b-3r2Tg
290	46.2166474411493	6.147062406925219	ChIJaTL_fh9ljEcRkuUIEESTQoc
291	46.211680972925144	6.147891259046887	ChIJzdKirCZljEcRkaEq2GT3g9Q
292	46.23366008954757	6.085146471021264	ChIJD1VU73NjjEcRZpIfKrWYdhk
293	46.18774612096149	6.126787549637366	ChIJEaecTyV7jEcRcAXxvqk0f2s
294	46.27804060309459	6.142316129665426	ChIJpRBDb5xmjEcREBU0PMkzNS0
295	46.21168783358614	6.126874774062541	ChIJP_ByPsRkjEcRf52ZDKlBP7E
296	46.20890520950624	6.138244133391369	ChIJg1ZeuNlkjEcRWEBQHpegk-4
297	46.19012184620498	6.135824829183138	ChIJrbq0RCh7jEcRq4Mg23Eg0LE
298	46.218277184644016	6.134287630963716	ChIJJdHWk-dkjEcRUCgdy7v8VyY
299	46.203905866345956	6.1544655268421655	ChIJUZF7rjFljEcRVbBkRQMzmdk
300	46.204339530405335	6.096672956676745	ChIJQ_TbBapkjEcR4MlC50KNhpw
301	46.20256833933247	6.164846950982607	ChIJHc3pvElljEcRcEHbC8-6pZM
