	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	road_name
831	5795	1632515.0	2015-08-06	Accident en traversant une route	Petit-Lancy	Jour	Beau	Avec blessés légers	6.114236857077872	46.193320831931715	Sèche	Route secondaire	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497760.0	1116627.0	2015	8	6	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	Chemin du Bac 10-14
832	5796	1658134.0	2015-10-07	Accident en parquant	Genève	Nuit	Couvert	Autres	6.151023178212459	46.19631983061469	Humide	Route secondaire	1899-12-30 18:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500605.0	1116913.0	2015	10	7	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue Firmin-Massot 2-4
833	5797	1637663.0	2015-08-19	Accident en quittant une route	Genève	Jour	Beau	Avec blessés légers	6.1692608861058185	46.2042637596871	Sèche	Route principale	1899-12-30 08:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2502027.0	1117773.0	2015	8	19	Refus d'accorder la priorité	En obliquant à gauche devant un véhicule suivant de près sur la voie de circulation	Route de Frontenex 70-72
834	5798	1660330.0	2015-10-13	Accident en quittant une route	Vessy	Jour	Couvert	Avec blessés légers	6.139069707853827	46.17226018773161	Sèche	Route secondaire	1899-12-30 07:00:00	Mardi	Non renseigné	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499638.0	1114254.0	2015	10	13	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction	Route de Drize 53-51
835	5799	1650675.0	2015-09-19	Dérapage ou perte de maîtrise	Meyrin	Nuit	Couvert	Autres	6.102447829183184	46.2281258094791	Sèche	Route principale	1899-12-30 04:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496916.0	1120511.0	2015	9	19	Etat / intention du conducteur	Influence de l'alcool	Route de l'Aéroport 3-5
836	5800	1676674.0	2015-11-21	Accident par tamponnement	Vernier	Nuit	Couvert	Autres	6.1064763334135534	46.211853034217214	Sèche	Route principale	1899-12-30 18:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497196.0	1118697.0	2015	11	21	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Route de Vernier 115-113
837	5806	1670946.0	2015-11-08	Dérapage ou perte de maîtrise	Meyrin	Nuit	Beau	Avec blessés légers	6.103545423698554	46.226717284313715	Sèche	Autoroute	1899-12-30 03:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496998.0	1120353.0	2015	11	8	Inattention et distraction	Manque d'attention momentané	E62
838	5809	1687250.0	2015-12-16	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Avec blessés graves	6.131109999622746	46.208182546394006	Sèche	Autre	1899-12-30 18:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499090.0	1118257.0	2015	12	16	Inattention et distraction	Manque d'attention momentané	Rue Daubin 37-33
839	5810	1581826.0	2015-04-08	Accident par tamponnement	Plan-les-Ouates	Jour	Beau	Autres	6.1272501912178825	46.16618542615849	Sèche	Autoroute	1899-12-30 15:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498714.0	1113594.0	2015	4	8	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	A1a
840	5811	1647690.0	2015-09-11	Collision frontale	Bernex	Aurore / crépuscule	Couvert	Autres	6.074051823491616	46.17671032014513	Sèche	Route secondaire	1899-12-30 20:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2494626.0	1114834.0	2015	9	11	Inattention et distraction	Manque d'attention momentané	Chemin de Saule
841	5812	1641592.0	2015-08-28	Accident impliquant des piétons	Confignon	Jour	Beau	Avec blessés légers	6.080468260770713	46.172856118592726	Sèche	Route secondaire	1899-12-30 10:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495114.0	1114397.0	2015	8	28	Refus d'accorder la priorité	Arrêt obligatoire devant un passage pour piétons	Chemin de Vuillonnex 75-51
842	5813	1623594.0	2015-07-16	Accident en parquant	Genève	Jour	Beau	Autres	6.149416121273693	46.204542559690076	Sèche	Autre	1899-12-30 15:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500496.0	1117829.0	2015	7	16	Inattention et distraction	Manque d'attention momentané	:ERROR STATUS: NOT_FOUND
843	5814	1653702.0	2015-09-26	Accident par tamponnement	Meyrin	Jour	Beau	Avec blessés légers	6.098586833443487	46.221728208100565	Sèche	Route principale	1899-12-30 19:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496606.0	1119805.0	2015	9	26	Inattention et distraction	Distraction par la chute d'un objet (cigarette, etc.)	Route de Meyrin 148
844	5815	1659747.0	2015-10-10	Accident en parquant	Plan-les-Ouates	Inconnu	Couvert	Autres	6.122154963701592	46.16859118353568	Sèche	Route principale	1899-12-30 09:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498325.0	1113868.0	2015	10	10	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Chemin de Vers 7-5
845	5816	1658946.0	2015-10-09	Accident par tamponnement	Carouge GE	Jour	Beau	Avec blessés légers	6.133327335340028	46.18220733707326	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2499213.0	1115367.0	2015	10	9	Inattention et distraction	Manque d'attention momentané	Avenue Vibert
846	5817	1662891.0	2015-08-10	Accident en parquant	Vernier	Jour	Beau	Autres	6.109272332573763	46.22099986946744	Sèche	Autre	1899-12-30 09:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497429.0	1119710.0	2015	8	10	Autres mouvements dans la circulation	Marche arrière imprudente	Avenue de Baptista
847	5818	1647361.0	2015-09-11	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.160817811105787	46.2012804777133	Sèche	Route principale	1899-12-30 04:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501370.0	1117452.0	2015	9	11	Etat / intention du conducteur	Influence de l'alcool	Rue de Jargonnant
848	5819	1648358.0	2015-09-13	Accident en quittant une route	Genève	Jour	Couvert	Avec blessés légers	6.140194011318719	46.207639676626904	Sèche	Route secondaire	1899-12-30 18:00:00	Dimanche	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2499790.0	1118185.0	2015	9	13	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	Rue Bautte
849	5820	1653444.0	2015-09-26	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.126366398672737	46.21788007996321	Sèche	Route secondaire	1899-12-30 03:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498742.0	1119341.0	2015	9	26	Etat / intention du conducteur	Influence de l'alcool	Rue de Moillebeau
850	5821	1655815.0	2015-10-01	Accident en parquant	Carouge GE	Inconnu	Beau	Autres	6.130182150995111	46.18857664501255	Sèche	Autre	1899-12-30 16:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498982.0	1116079.0	2015	10	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Route des Acacias
851	5822	1679131.0	2015-11-15	Accident en parquant	Carouge GE	Jour	Beau	Autres	6.141958262157087	46.18527585474944	Sèche	Route secondaire	1899-12-30 16:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499885.0	1115697.0	2015	11	15	Autres mouvements dans la circulation	Marche arrière imprudente	Rue Roi-Victor Amé 9-1
852	5824	1664763.0	2015-10-24	Collision frontale	Meyrin	Jour	Beau	Autres	6.082191654464936	46.2258149037093	Sèche	Route principale	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2495349.0	1120281.0	2015	10	24	Etat / intention du conducteur	Influence de l'alcool	Rue Lect
853	5825	1662903.0	2015-10-17	Accident en parquant	Vernier	Jour	Beau	Autres	6.111412804506669	46.21880282761504	Sèche	Autre	1899-12-30 11:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497590.0	1119463.0	2015	10	17	Autres mouvements dans la circulation	Marche arrière imprudente	Avenue du Pailly
854	5826	1677794.0	2015-11-24	Dérapage ou perte de maîtrise	Bernex	Jour	Beau	Autres	6.081843991585441	46.18624213218486	Sèche	Autoroute	1899-12-30 15:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2495246.0	1115883.0	2015	11	24	Inattention et distraction	Manque d'attention momentané	E62
855	5828	1664483.0	2015-10-23	Accident par tamponnement	Genève	Aurore / crépuscule	Beau	Avec blessés légers	6.133833679435158	46.19998196007497	Sèche	Route secondaire	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499285.0	1117342.0	2015	10	23	Autres mouvements dans la circulation	Marche arrière imprudente	Rue des Maraîchers
856	5829	1637024.0	2015-08-17	Accident en parquant	Vernier	Jour	Autre	Autres	6.11395557760236	46.21923756329096	Sèche	Autre	1899-12-30 14:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497787.0	1119508.0	2015	8	17	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Avenue Louis-Casaï 27
857	5830	1669536.0	2015-11-04	Accident en traversant une route	Plan-les-Ouates	Nuit	Couvert	Avec blessés légers	6.102188284031103	46.16854521668002	Sèche	Route principale	1899-12-30 21:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496783.0	1113889.0	2015	11	4	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	Route de Base
858	5893	1690450.0	2015-12-24	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.154116832742435	46.20137531881529	Sèche	Route principale	1899-12-30 23:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500853.0	1117471.0	2015	12	24	Etat / intention du conducteur	Influence de l'alcool	Cours de Rive 10-16
859	5894	1687537.0	2015-12-17	Accident par tamponnement	Cologny	Jour	Couvert	Autres	6.183035572087637	46.205353563248956	Humide	Route secondaire	1899-12-30 13:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2503092.0	1117877.0	2015	12	17	Inattention et distraction	Manque d'attention momentané	Chemin de la Gradelle
860	5895	1666164.0	2015-10-28	Accident en parquant	Genève	Jour	Couvert	Avec blessés légers	6.141397734237485	46.21041555120402	Humide	Route secondaire	1899-12-30 07:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499888.0	1118492.0	2015	10	28	Utilisation inadéquate du véhicule	Ouverture imprudente de la portière	Place de Montbrillant 17
861	5897	1679503.0	2015-11-28	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.143566587760308	46.20640988449029	Sèche	Autre	1899-12-30 12:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500048.0	1118044.0	2015	11	28	Inattention et distraction	Manque d'attention momentané	Place De-Grenus 3-1
862	5898	1631878.0	2015-08-05	Accident par tamponnement	Vernier	Jour	Beau	Avec blessés légers	6.097858865374413	46.217607967410316	Sèche	Route principale	1899-12-30 09:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496542.0	1119348.0	2015	8	5	Autres mouvements dans la circulation	Autre attitude fautive lors des mouvements dans la circulation	Route de Vernier
863	5899	1639621.0	2015-08-24	Accident par tamponnement	Vernier	Jour	Pluie	Avec blessés graves	6.099882081623582	46.21913447234026	Mouillée	Autoroute	1899-12-30 08:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2496701.0	1119515.0	2015	8	24	Inattention et distraction	Manque d'attention momentané	Route de Vernier
864	5915	1570435.0	2015-03-12	Accident en s'engageant sur une route	Bellevue	Jour	Beau	Avec blessés légers	6.15399960620309	46.25406835313406	Sèche	Route principale	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500940.0	1123328.0	2015	3	12	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	Route de Lausanne 314-318
865	5916	1578838.0	2015-03-31	Accident en s'engageant sur une route	Genève	Jour	Beau	Avec blessés légers	6.119055828709188	46.216301351911575	Sèche	Route principale	1899-12-30 16:00:00	Mardi	Non renseigné	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498175.0	1119175.0	2015	3	31	Trafic de cycles et cyclomoteurs	Emprunter un passage pour piétons pour traverser la route	Avenue du Bouchet 1
866	5917	1611683.0	2015-06-18	Accident par tamponnement	Vernier	Jour	Beau	Avec blessés légers	6.091778609818633	46.214530589185244	Sèche	Autoroute	1899-12-30 17:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2496067.0	1119014.0	2015	6	18	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Tunnel de Vernier
867	5918	1630170.0	2015-07-23	Accident en parquant	Le Grand-Saconnex	Jour	Beau	Autres	6.108446550145357	46.23038291032925	Sèche	Autre	1899-12-30 12:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497383.0	1120754.0	2015	7	23	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Route de l'Aéroport
868	5919	1650076.0	2015-09-17	Accident en parquant	Genève	Jour	Beau	Autres	6.130158557784848	46.214334364914436	Sèche	Route principale	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499028.0	1118942.0	2015	9	17	Autres mouvements dans la circulation	Marche arrière imprudente	Rue Hoffmann 4-10
869	5920	1626441.0	2015-07-23	Dérapage ou perte de maîtrise	Genève	Nuit	Couvert	Avec blessés légers	6.125078151485997	46.221310894524755	Sèche	Route secondaire	1899-12-30 04:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498649.0	1119724.0	2015	7	23	Etat / intention du conducteur	Influence de l'alcool	Chemin des Crêts 19-17
870	5921	1650275.0	2015-09-17	Accident par tamponnement	Petit-Lancy	Nuit	Beau	Autres	6.112130446874846	46.196292044158646	Sèche	Route principale	1899-12-30 22:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497603.0	1116960.0	2015	9	17	Inattention et distraction	Manque d'attention momentané	Route du Pont Butin 12
871	5922	1631512.0	2015-08-04	Accident en parquant	Genthod	Jour	Couvert	Autres	6.1574915674329445	46.25888533596181	Sèche	Route principale	1899-12-30 13:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501218.0	1123859.0	2015	8	4	Autres mouvements dans la circulation	Marche arrière imprudente	1
872	5923	1681646.0	2015-12-03	Accident par tamponnement	Petit-Lancy	Nuit	Couvert	Avec blessés légers	6.125363680922872	46.18748600582803	Sèche	Route secondaire	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498608.0	1115964.0	2015	12	3	Inattention et distraction	Manque d'attention momentané	Route du Grand-Lancy
873	5925	1655362.0	2015-10-01	Accident par tamponnement	Le Grand-Saconnex	Jour	Couvert	Avec blessés légers	6.123440437218938	46.243469130383644	Sèche	Route secondaire	1899-12-30 07:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498564.0	1122189.0	2015	10	1	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Route de Ferney
874	5926	1683452.0	2015-12-07	Accident en parquant	Plan-les-Ouates	Nuit	Couvert	Autres	6.107716699258955	46.17229033548152	Humide	Autre	1899-12-30 17:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497217.0	1114298.0	2015	12	7	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Chemin des Petites-Fontaines 10
875	5927	1691294.0	2015-12-25	Accident en parquant	Thônex	Inconnu	Couvert	Autres	6.200840320557897	46.18994999595143	Sèche	Autre	1899-12-30 09:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504439.0	1116143.0	2015	12	25	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Avenue Adrien-Jeandin 37-31
876	5928	1689695.0	2015-12-22	Accident impliquant des piétons	Genève	Nuit	Couvert	Avec blessés légers	6.160136138982992	46.201065828301886	Sèche	Route principale	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501317.0	1117429.0	2015	12	22	Influence / comportement du piéton	Non-respect de la signalisation lumineuse	Rue de Jargonnant 5-1
877	6224	1571886.0	2015-03-02	Accident en parquant	Onex	Jour	Beau	Autres	6.102645646162323	46.19106087521722	Sèche	Route secondaire	1899-12-30 13:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496861.0	1116391.0	2015	3	2	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Avenue du Gros-Chêne
878	6225	1555281.0	2015-02-01	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Vernier	Nuit	Couvert	Avec blessés légers	6.100461583924187	46.20348670997336	Humide	Route principale	1899-12-30 20:00:00	Dimanche	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2496716.0	1117775.0	2015	2	1	Dépassement (circulation)	En dépassant de trop près (latéral)	Route du Bois-des-Frères
879	6226	1575655.0	2015-03-24	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.125609233572082	46.21488431226938	Sèche	Route principale	1899-12-30 09:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498678.0	1119009.0	2015	3	24	Refus d'accorder la priorité	Arrêt obligatoire devant un passage pour piétons	Route de Meyrin 19
880	6227	1548149.0	2015-01-13	Accident impliquant des piétons	Genève	Nuit	Couvert	Avec blessés légers	6.1415412727221375	46.21146083435782	Sèche	Route secondaire	1899-12-30 18:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499901.0	1118608.0	2015	1	13	Influence / comportement du piéton	Non-respect de la signalisation lumineuse	Rue de Montbrillant 10-30
881	6231	1601982.0	2015-05-27	Accident par tamponnement	Conches	Jour	Beau	Autres	6.187145529446897	46.19793192851962	Sèche	Route principale	1899-12-30 10:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2503396.0	1117047.0	2015	5	27	Inattention et distraction	Manque d'attention momentané	Route de Chêne 132-138
882	6232	1619174.0	2015-07-06	Accident en quittant une route	Corsier GE	Jour	Beau	Avec blessés graves	6.216755493490976	46.26690139153147	Sèche	Route secondaire	1899-12-30 09:00:00	Lundi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2505801.0	1124677.0	2015	7	6	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse	Route d'Hermance 246-268
883	6234	1689392.0	2015-12-22	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Beau	Autres	6.143628084865518	46.19511957125043	Sèche	Route principale	1899-12-30 00:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2500032.0	1116789.0	2015	12	22	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	Boulevard du Pont-d'Arve 29-21
884	6434	1656380.0	2015-10-03	Accident par tamponnement	Meyrin	Jour	Beau	Autres	6.0820929141727085	46.23185067749375	Sèche	Autre	1899-12-30 13:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2495353.0	1120952.0	2015	10	3	Autres mouvements dans la circulation	Marche arrière imprudente	Avenue de Feuillasse
885	6435	1652337.0	2015-09-23	Dérapage ou perte de maîtrise	Genève	Jour	Couvert	Avec blessés légers	6.125181771544545	46.21863103270095	Humide	Route principale	1899-12-30 12:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498652.0	1119426.0	2015	9	23	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	Avenue Trembley 15-13
886	6436	1645752.0	2015-09-03	Accident en parquant	Genève	Nuit	Couvert	Autres	6.137901094696411	46.1918957896991	Sèche	Route secondaire	1899-12-30 19:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499584.0	1116438.0	2015	9	3	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue du Lièvre 2-4
