NO_SIREDO;NO_POINT_MESURE;CODE_VOIE;NOM_VOIE;DIRECTION;TJOM;TJOM_ANNEE;TJM;TJM_ANNEE;DISPONIBILITE;ANGLE;PRESELECTION;ID_GM_TRONCON;CAPTEUR;DATEDT;NOM_POINT_DE_MESURE;E;N;HPM;HPS
0.0;4570;02950;Carrefour du Bouchet;;;;;;non;290.0;Toutes_Directions;119047.0;PCRT;2010-04-12 10:48:32.000001;Bouchet (Carrefour);2498137.58;1119182.26;;
0.0;4526;02950;Carrefour du Bouchet;;;;;;non;110.0;Toutes_Directions;119047.0;PCRT;2010-04-12 10:48:40.000001;Bouchet (Carrefour);2498071.32;1119186.97;;
3188.1;188;18953;Boulevard du Pont-d'Arve;;;;;;non;100.0;Tourner_Droite;119609.0;PERIOD;2011-10-06 09:33:45;Pont D'arve / Micheli-Du-Crest;2500245.78;1116811.48;;
6069.2;1066;14605;Route de Malagnou;;;;;;sur demande;318.0;Toutes_Directions;118773.0;PCRT;2010-04-12 10:50:59;Hodler / Dalcroze;2500756.12;1117383.01;;
6068.2;1006;13048;Boulevard Emile- JAQUES-DALCROZE;;;2012;;2012;365 jrs/an;230.0;Toutes_Directions;111411.0;PCRT;2016-09-13 15:12:23;Dalcroze / Hodler;2500721.10;1117380.21;;
6068.1;1076;13048;Boulevard Emile- JAQUES-DALCROZE;;;2012;;2012;365 jrs/an;50.0;Toutes_Directions;111411.0;PCRT;2016-09-13 15:12:21;Dalcroze / Hodler;2500720.83;1117371.90;;
0.0;11812;22314;Rue de la Servette;;;;;;non;122.0;Toutes_Directions;115050.0;PCRT;2010-04-12 10:46:23;Servette / Prairie;2499415.39;1118562.10;;
0.0;24107;22314;Rue de la Servette;;;;;;non;305.0;Toutes_Directions;111333.0;PCRT;2010-04-12 10:55:52;Servette / Favre;2499516.33;1118514.69;;
0.0;11811;19364;Rue de la Prairie;;;;;;;357.0;Toutes_Directions;111597.0;PCRT;2010-04-12 10:55:37;Prairie / Servette;2499392.38;1118555.51;;
0.0;24108;22314;Rue de la Servette;;;;;;non;120.0;Toutes_Directions;119330.0;PCRT;2010-04-12 10:55:39;Servette / Favre;2499542.93;1118483.82;;
6081.2;2612;00167;Avenue d' Aïre;;;2012;;2012;2 mois par an;72.0;Toutes_Directions;110326.0;PCRT;2016-09-13 15:12:00;Aïre / Furet;2498386.37;1118155.77;;
6081.1;2613;00167;Avenue d' Aïre;;;2012;;2012;2 mois par an;252.0;Toutes_Directions;110326.0;PCRT;2016-09-13 15:11:58;Aïre / Furet;2498399.70;1118163.16;;
6063.2;24610;59790;Route du Val-d'Arve;;10683;2015;9678;2015;2 mois par an;286.0;Toutes_Directions;110421.0;PCRT;2016-10-12 10:06:48.000001;Val-d'Arve / Veyrier;2500675.71;1115394.76;;
6061.1;24675;25291;Route de Veyrier;;8566;2015;7866;2015;365 jrs/an;189.0;Toutes_Directions;112681.0;PCRT;2016-10-12 10:06:47;Veyrier / Sud Val-d'Arve;2500705.22;1115349.49;;
6061.2;24671;25291;Route de Veyrier;;8005;2015;7366;2015;365 jrs/an;9.0;Toutes_Directions;112681.0;PCRT;2016-10-12 10:06:47;Veyrier / Sud Val-d'Arve;2500709.38;1115344.06;;
6087.2;4003;26298;Avenue  WENDT;;6555;2015;6240;2015;2 mois par an;185.0;Toutes_Directions;110672.0;PCRT;2016-10-12 10:06:46;Wendt / Bourgogne;2498773.09;1118431.56;;
6087.1;4004;26298;Avenue  WENDT;;6747;2015;6333;2015;2 mois par an;5.0;Toutes_Directions;110672.0;PCRT;2016-10-12 10:06:46;Wendt / Bourgogne;2498780.46;1118427.65;;
6084.1;4386;04081;Avenue Louis- CASAÏ;;13360;2015;12493;2015;2 mois par an;146.0;Toutes_Directions;115300.0;PCRT;2016-10-12 10:06:45;Casaï / Pailly;2497733.04;1119660.05;;
6084.2;4376;04081;Avenue Louis- CASAÏ;;9396;2015;8862;2015;2 mois par an;326.0;Toutes_Directions;115300.0;PCRT;2016-10-12 10:06:44;Casaï / Pailly;2497742.67;1119659.43;;
6088.1;16307;02534;Route du Bois-des-Frères;;3891;2015;3729;2015;2 mois par an;315.0;Toutes_Directions;117750.0;PCRT;2016-10-12 10:06:45;Bois-des-Frères / Sellières;2496874.32;1117559.26;;
6088.2;16308;02534;Route du Bois-des-Frères;;3771;2015;3575;2015;2 mois par an;135.0;Toutes_Directions;117750.0;PCRT;2016-10-12 10:06:44;Bois-des-Frères / Sellières;2496868.45;1117560.91;;
6086.2;28875;;;;11798;2015;11363;2015;365 jrs/an;218.0;Toutes_Directions;120126.0;PCRT;2016-10-12 10:06:44;Pré-Bois / Papillons;2496583.22;1119964.83;;
6086.1;28871;;;;7724;2015;6882;2015;365 jrs/an;38.0;Toutes_Directions;120126.0;PCRT;2016-10-12 10:06:51.000001;Pré-Bois / Papillons;2496588.14;1119957.09;;
3156.1;156;13315;Route de Jussy;;10390;2015;9587;2015;3 semaines/an;65.0;Toutes_Directions;115186.0;PERIOD;2016-10-12 10:06:50;Jussy / Foron;2505236.92;1117017.54;;
3156.2000000000003;157;13315;Route de Jussy;;10554;2015;9712;2015;3 semaines/an;245.0;Toutes_Directions;115186.0;PERIOD;2016-10-12 10:06:50;Jussy / Foron;2505239.22;1117025.59;;
6070.2;49770;15482;Route de Meyrin;;10880;2015;10391;2015;365 jrs/an;95.0;Toutes_Directions;115109.0;PCRT;2016-10-12 10:06:50;Meyrin / Baptista;2497191.75;1119539.62;;
6070.1;49761;15482;Route de Meyrin;;17593;2015;16705;2015;365 jrs/an;290.0;Toutes_Directions;115109.0;PCRT;2016-10-12 10:06:49;Meyrin / Baptista;2497220.51;1119557.74;;
6079.1;14861;;;;6740;2015;6611;2015;2 mois par an;307.0;Toutes_Directions;110125.0;PCRT;2016-10-12 10:06:48.000001;Servette / Malatrex;2499809.66;1118304.43;;
6067.1;13566;00272;Rue des Alpes;;10975;2015;10487;2015;2 mois par an;310.0;Toutes_Directions;117570.0;PCRT;2016-10-12 10:05:17;Alpes / Pâquis;2500386.61;1118268.74;;
6083.1;18215;62740;Rue Gabrielle- PERRET-GENTIL;;4654;2015;4151;2015;365 jrs/an;230.0;Toutes_Directions;111329.0;PCRT;2016-10-12 10:06:54;Perret-Gentil;2500370.44;1116641.39;;
6083.2;18216;62740;Rue Gabrielle- PERRET-GENTIL;;2587;2015;2327;2015;365 jrs/an;50.0;Toutes_Directions;111329.0;PCRT;2016-10-12 10:06:54;Perret-Gentil;2500371.80;1116637.30;;
6065.1;24665;90786;Pont du Val-d'Arve;;9807;2015;8926;2015;365 jrs/an;120.0;Toutes_Directions;120533.0;PCRT;2016-10-12 10:06:53;Val-d'Arve (Pont);2500768.97;1115484.34;;
6082.1;17686;14044;Rue  LOMBARD;;6996;2015;6116;2015;2 mois par an;133.0;Toutes_Directions;117590.0;PCRT;2016-10-12 10:06:53;Lombard / Sautter;2500446.25;1116737.10;;
6082.2;3066;14044;Rue  LOMBARD;;5343;2015;4766;2015;2 mois par an;320.0;Toutes_Directions;117590.0;PCRT;2016-10-12 10:06:52;Lombard / Emile-Yung;2500425.44;1116770.55;;
6065.2;24661;90786;Pont du Val-d'Arve;;11120;2015;10028;2015;365 jrs/an;300.0;Toutes_Directions;120533.0;PCRT;2016-10-12 10:06:52;Val-d'Arve (Pont);2500776.39;1115485.98;;
6078.1;4585;15482;Route de Meyrin;;12174;2015;11589;2015;2 mois par an;290.0;Toutes_Directions;115375.0;PCRT;2016-10-12 10:37:24;Meyrin / Bouchet;2498014.84;1119226.44;;
6078.2;4581;15482;Route de Meyrin;;8104;2015;7813;2015;2 mois par an;110.0;Toutes_Directions;115375.0;PCRT;2016-10-12 10:37:22;Meyrin / Bouchet;2498007.98;1119215.01;;
1088.1;blcxpag12220b;91243;  N 1;;4662;2015;4580;2015;2 mois par an;240.0;Toutes_Directions;116465.0;CAR;2016-10-12 10:05:11;"Halle 6 - 88
";2497965.83;1121297.81;;
6077.2;4586;04081;Avenue Louis- CASAÏ;;4110;2015;4114;2015;365 jrs/an;130.0;Toutes_Directions;119225.0;PCRT;2016-10-12 10:37:21;Casaï / Bouchet;2498011.27;1119256.41;;
6077.1;4536;04081;Avenue Louis- CASAÏ;;3615;2015;3550;2015;365 jrs/an;310.0;Toutes_Directions;119225.0;PCRT;2016-10-12 10:37:20;Casaï / Bouchet;2498020.99;1119257.98;;
44.2;9506;05517;Route de Chêne;;10599;2015;10281;2015;365 jrs/an;88.0;Toutes_Directions;120279.0;PCRT;2016-10-12 10:37:19;Chêne / Amandolier;2501765.61;1117303.57;;
6073.1;3135;22314;Rue de la Servette;;5176;2015;5199;2015;2 mois par an;310.0;Toutes_Directions;115317.0;PCRT;2016-10-12 10:37:19;Servette / Asters;2499142.05;1118766.98;;
6073.2;3113;22314;Rue de la Servette;;4789;2015;4880;2015;2 mois par an;123.0;Toutes_Directions;115319.0;PCRT;2016-10-12 10:37:18;Servette / Asters;2499001.34;1118851.48;;
6075.1;3160;12670;Rue  HOFFMANN;;8895;2015;8406;2015;2 mois par an;25.0;Toutes_Directions;115323.0;PCRT;2016-10-12 10:37:17.000001;Hoffmann / Chabrey;2499054.72;1119007.21;;
6037.2;4834;06610;Route de Colovrex;;3823;2015;3582;2015;365 jrs/an;205.0;Toutes_Directions;115332.0;PCRT;2016-10-12 10:37:16;Colovrex / Ferney;2498577.48;1121084.88;;
6037.1;4833;06610;Route de Colovrex;;5190;2015;4705;2015;365 jrs/an;25.0;Toutes_Directions;115332.0;PCRT;2016-10-12 10:37:15;Colovrex / Ferney;2498578.72;1121079.29;;
1000.1;bjbxjeb3400b;91251;  N 1a;;5205;2015;4369;2015;2 mois par an;170.0;Tourner_Gauche;115864.0;CAR;2016-10-12 10:38:13;Jeunes1000;2498853.90;1114677.27;;
1002.1;bjbxjed3400b;13153;Route des Jeunes;;8320;2015;7449;2015;2 mois par an;180.0;Toutes_Directions;113210.0;CAR;2016-10-12 10:05:24;Jeunes1002;2498843.71;1114672.67;;
1003.1;bjbxjec3400b;13153;Route des Jeunes;;6453;2015;5651;2015;2 mois par an;355.0;Toutes_Directions;115908.0;CAR;2016-10-12 10:05:24;Jeunes1003;2498887.05;1114673.89;;
1500.2;bjbk03000gr;91251;  N 1a;;17337;2015;14443;2015;365 jrs/an;10.0;Toutes_Directions;117694.0;CAR;2016-10-12 10:05:24;RNBachet1501;2498861.77;1114382.46;;
1500.1000000000001;bjbk03000pr;91251;  N 1a;;11683;2015;9608;2015;365 jrs/an;190.0;Toutes_Directions;115910.0;CAR;2016-10-12 10:05:23;RNBachet1500;2498854.33;1114389.28;;
1502.1000000000001;bfnk04860fr;90182;Tunnel de Confignon;;39581;2015;36079;2015;365 jrs/an;140.0;Toutes_Directions;116239.0;CAR;2016-10-12 10:05:23;RNConfignon1502;2495873.44;1114381.88;;
1023.1;bfnxbed05280b;91243;  N 1;;4873;2015;4309;2015;2 mois par an;10.0;Toutes_Directions;120366.0;CAR;2016-10-12 10:05:23;Bernex23;2495286.65;1115879.62;;
1022.1;bfnxbec05200b;91243;  N 1;;4491;2015;3872;2015;2 mois par an;70.0;Toutes_Directions;119092.0;CAR;2016-10-12 10:05:22.000001;Bernex22;2495179.20;1115923.74;;
1021.1;bfnxbeb05275b;91243;  N 1;;5925;2015;5585;2015;2 mois par an;180.0;Toutes_Directions;116476.0;CAR;2016-10-12 10:05:21;Bernex21;2495112.72;1116054.20;;
1020.1;bfnxbea05280b;91243;  N 1;;6662;2015;6167;2015;2 mois par an;265.0;Toutes_Directions;119093.0;CAR;2016-10-12 10:05:21;Bernex20;2495270.18;1115946.07;;
1504.2;bcsk06415lr;90166;Tunnel de Chèvres;;40574;2015;37261;2015;365 jrs/an;340.0;Toutes_Directions;116238.0;CAR;2016-10-12 10:05:21;Aigues-Vertes (Pont);2494939.09;1117426.39;;
1504.1000000000001;bcsk06405fr;90166;Tunnel de Chèvres;;40378;2015;37314;2015;365 jrs/an;160.0;Toutes_Directions;116235.0;CAR;2016-10-12 10:05:20;Aigues-Vertes (Pont);2494921.75;1117437.46;;
1027.1;bvaxvec09495r;91243;  N 1;;8852;2015;7585;2015;2 mois par an;56.0;Toutes_Directions;116227.0;CAR;2016-10-12 10:05:20;Vernier27;2496502.06;1119171.80;;
1025.1;bvaxvea09495b;91243;  N 1;;8075;2015;6993;2015;2 mois par an;225.0;Toutes_Directions;117817.0;CAR;2016-10-12 10:37:59;Vernier25;2496506.99;1119269.36;;
1026.1;bvaxveb09740b;91243;  N 1;;2479;2015;2174;2015;2 mois par an;100.0;Toutes_Directions;116221.0;CAR;2016-10-12 10:38:14;Vernier26;2496594.03;1119416.50;;
1030.1;bbwxmea10175b;91243;  N 1;;5282;2015;4749;2015;2 mois par an;195.0;Toutes_Directions;116453.0;CAR;2016-10-12 10:05:20;Meyrin30;2496860.37;1119624.86;;
1031.1;bbwxmeb10312b;91243;  N 1;;3772;2015;3478;2015;2 mois par an;340.0;Toutes_Directions;116219.0;CAR;2016-10-12 10:05:19;Meyrin31;2496852.62;1119725.80;;
2039.2;40;56103;Route  Blanche;;10570;2015;9484;2015;365 jrs/an;118.0;Toutes_Directions;114987.0;;2016-10-12 10:06:27;* Douane de Thônex Vallard (Route Blanche, T. 154);2504227.45;1116150.57;;
2037.2;38;21628;Route de Saint-Julien;;8420;2015;7951;2015;365 jrs/an;225.0;Toutes_Directions;119328.0;;2016-10-12 10:06:26;* Douane de Perly (Route St-Julien, T. 153);2496275.22;1112551.73;;
2037.1000000000001;37;21628;Route de Saint-Julien;;9236;2015;8821;2015;365 jrs/an;40.0;Toutes_Directions;119328.0;;2016-10-12 10:06:26;* Douane de Perly (Route St-Julien, T. 153);2496274.18;1112545.66;;
63.2;8186;18210;Avenue  PICTET-De-ROCHEMONT;;15661;2015;14953;2015;2 mois par an;122.0;Toutes_Directions;111419.0;PCRT;2016-10-12 10:06:25;Pictet-de-Rochemeont / Mairie;2501080.21;1117589.44;;
63.1;8190;18210;Avenue  PICTET-De-ROCHEMONT;;10902;2015;10732;2015;2 mois par an;303.0;Toutes_Directions;111419.0;PCRT;2016-10-12 10:06:25;Pictet-de-Rochemeont / Mairie;2501088.64;1117591.61;;
3290.2000000000003;291;90450;Pont de Chancy;;1733;2015;1570;2015;3 semaines/an;100.0;Toutes_Directions;112633.0;PERIOD;2016-10-12 10:06:25;Chancy (Pont);2486107.09;1111380.59;;
3290.1;290;90450;Pont de Chancy;;1721;2015;1570;2015;3 semaines/an;280.0;Toutes_Directions;112633.0;PERIOD;2016-10-12 10:06:24.000001;Chancy (Pont);2486114.89;1111382.59;;
5270.2;271;52795;Route de Sézegnin;;662;2015;581;2015;1 fois tous les 5 ans;60.0;Toutes_Directions;118839.0;PERIOD;2016-10-12 10:06:24.000001;Douane de Sézegnin (route de Sézegnin);2489593.86;1111242.63;;
5270.1;270;52795;Route de Sézegnin;;546;2015;484;2015;1 fois tous les 5 ans;240.0;Toutes_Directions;118839.0;PERIOD;2016-10-12 10:06:23;Douane de Sézegnin (route de Sézegnin);2489597.20;1111246.72;;
5268.2;269;54968;Route de Rougemont;;3193;2015;2627;2015;3 semaines/an;20.0;Toutes_Directions;112630.0;PERIOD;2016-10-12 10:06:23;Douane de Soral II (Route de Rougemont);2491618.69;1110445.70;;
5268.1;268;54968;Route de Rougemont;;3517;2015;2873;2015;3 semaines/an;200.0;Toutes_Directions;112630.0;PERIOD;2016-10-12 10:06:23;Douane de Soral II (Route de Rougemont);2491617.37;1110451.17;;
5266.2;267;55514;Route des Mangons;;1477;2015;1311;2015;1 fois tous les 5 ans;300.0;Toutes_Directions;112086.0;PERIOD;2016-10-12 10:06:22;Douane de Soral I (route des Mangons);2492470.23;1111082.34;;
5266.1;266;55514;Route des Mangons;;2075;2015;1786;2015;1 fois tous les 5 ans;120.0;Toutes_Directions;112086.0;PERIOD;2016-10-12 10:06:22;Douane de Soral I (route des Mangons);2492463.49;1111081.78;;
5264.2;265;23566;Route de Thérens;;2190;2015;1851;2015;1 fois tous les 5 ans;20.0;Toutes_Directions;111836.0;PERIOD;2016-10-12 10:06:21;Douane de Certoux (route de Thérens);2494710.91;1112188.86;;
5264.1;264;23566;Route de Thérens;;2283;2015;1905;2015;1 fois tous les 5 ans;200.0;Toutes_Directions;111836.0;PERIOD;2016-10-12 10:06:21;Douane de Certoux (route de Thérens);2494710.36;1112192.03;;
5262.2;263;18317;Route de Pierre-Grand;;2415;2015;2091;2015;1 fois tous les 5 ans;0.0;Toutes_Directions;112071.0;PERIOD;2016-10-12 10:38:43.000001;Douane de Pierre-Grand (route de Pierre-Grand);2500416.96;1111911.67;;
5262.1;262;18317;Route de Pierre-Grand;;2509;2015;2222;2015;1 fois tous les 5 ans;180.0;Toutes_Directions;112071.0;PERIOD;2016-10-12 10:38:42;Douane de Pierre-Grand (route de Pierre-Grand);2500415.24;1111922.43;;
5260.2;261;02860;Route de Bossey;;2915;2015;2552;2015;3 semaines/an;345.0;Toutes_Directions;112057.0;PERIOD;2016-10-12 10:38:41;Douane de Bossey (Route de Bossey);2501315.00;1112287.71;;
5260.1;260;02860;Route de Bossey;;2636;2015;2316;2015;3 semaines/an;165.0;Toutes_Directions;112043.0;PERIOD;2016-10-12 10:38:40;Douane de Bossey (Route de Bossey);2501310.59;1112292.95;;
5258.2;259;07170;Route de Cornière;;962;2015;912;2015;1 fois tous les 5 ans;20.0;Toutes_Directions;113719.0;PERIOD;2016-10-12 10:05:19;Douane de Cornière (route de Cornière);2507436.22;1117739.59;;
5258.1;258;07170;Route de Cornière;;1743;2015;1520;2015;1 fois tous les 5 ans;200.0;Toutes_Directions;113719.0;PERIOD;2016-10-12 10:05:19;Douane de Cornière (route de Cornière);2507430.26;1117742.31;;
5256.2;257;03859;Route de Cara;;1978;2015;1811;2015;1 fois tous les 5 ans;10.0;Toutes_Directions;113725.0;PERIOD;2016-10-12 10:38:40;Douane de Cara (route de Cara);2508276.22;1117935.50;;
5256.1;256;03859;Route de Cara;;2106;2015;1902;2015;1 fois tous les 5 ans;190.0;Toutes_Directions;113725.0;PERIOD;2016-10-12 10:38:39;Douane de Cara (route de Cara);2508270.88;1117942.97;;
5254.2;255;57410;Route de Juvigny;;1029;2015;916;2015;1 fois tous les 5 ans;320.0;Toutes_Directions;119754.0;PERIOD;2016-10-12 10:38:38;Douane de Renfile (route de Juvigny);2511434.06;1119874.86;;
5254.1;254;57410;Route de Juvigny;;1112;2015;985;2015;1 fois tous les 5 ans;140.0;Toutes_Directions;118546.0;PERIOD;2016-10-12 10:38:37;Douane de Renfile (route de Juvigny);2511427.65;1119879.77;;
5252.2;253;52051;Route de Monniaz;;2712;2015;2275;2015;1 fois tous les 5 ans;300.0;Toutes_Directions;119201.0;PERIOD;2016-10-12 10:38:36;Douane de Monniaz (route de Monniaz);2512784.34;1121740.31;;
5252.1;252;52051;Route de Monniaz;;2746;2015;2313;2015;1 fois tous les 5 ans;120.0;Toutes_Directions;119201.0;PERIOD;2016-10-12 10:38:35;Douane de Monniaz (route de Monniaz);2512776.84;1121741.65;;
5250.2;251;12459;Route de Gy;;1090;2015;946;2015;1 fois tous les 5 ans;210.0;Toutes_Directions;110763.0;PERIOD;2016-10-12 10:38:34;Douane de Gy (route de Gy);2509151.22;1123003.80;;
5250.1;250;12459;Route de Gy;;1319;2015;1128;2015;1 fois tous les 5 ans;30.0;Toutes_Directions;110763.0;PERIOD;2016-10-12 10:38:33;Douane de Gy (route de Gy);2509149.29;1122996.05;;
5248.2;249;55859;Route de Covéry;;1416;2015;1180;2015;1 fois tous les 5 ans;200.0;Toutes_Directions;118783.0;PERIOD;2016-10-12 10:38:33;Douane de Veigy-Covery (route de Covéry);2508301.26;1124020.64;;
5248.1;248;55859;Route de Covéry;;862;2015;765;2015;1 fois tous les 5 ans;20.0;Toutes_Directions;118783.0;PERIOD;2016-10-12 10:38:32.000001;Douane de Veigy-Covery (route de Covéry);2508299.26;1124006.66;;
5246.2;247;24643;Route de Veigy;;1052;2015;930;2015;1 fois tous les 5 ans;230.0;Toutes_Directions;114266.0;PERIOD;2016-10-12 10:38:31;Douane de Veigy-Corsier (route de Veigy);2508241.58;1124098.59;;
5246.1;246;24643;Route de Veigy;;1096;2015;984;2015;1 fois tous les 5 ans;50.0;Toutes_Directions;114266.0;PERIOD;2016-10-12 10:38:27;Douane de Veigy-Corsier (route de Veigy);2508239.70;1124094.86;;
3244.2000000000003;245;90530;Pont de Peney;;6851;2015;5620;2015;3 semaines/an;205.0;Toutes_Directions;112980.0;PERIOD;2016-10-12 10:38:30;Peney (Pont);2492384.22;1116870.77;;
3244.1;244;90530;Pont de Peney;;6436;2015;5272;2015;3 semaines/an;25.0;Toutes_Directions;112980.0;PERIOD;2016-10-12 10:38:29;Peney (Pont);2492384.59;1116863.32;;
5238.2;239;14796;Route du Mandement;;1132;2015;944;2015;1 fois tous les 5 ans;112.0;Toutes_Directions;112969.0;PERIOD;2016-10-12 10:38:28;Douane de Dardagny (Mandement);2488345.97;1117104.44;;
1018.1;bpexpek02058b;91251;  N 1a;;5166;2015;4352;2015;2 mois par an;75.0;Toutes_Directions;116403.0;CAR;2016-10-12 10:05:08;Perly18;2496656.89;1112887.09;;
1011.1;bpexpeb02058b;91251;  N 1a;;6638;2015;5732;2015;2 mois par an;352.0;Toutes_Directions;116403.0;CAR;2016-10-12 10:05:07;Perly11;2496738.50;1113055.27;;
1013.1;bpexped02180b;91251;  N 1a;;13744;2015;11636;2015;2 mois par an;140.0;Toutes_Directions;116389.0;CAR;2016-10-12 10:05:07;Perly13;2496586.49;1113365.89;;
1019.1;bpexpei02190b;91251;  N 1a;;6087;2015;5272;2015;2 mois par an;190.0;Toutes_Directions;116398.0;CAR;2016-10-12 10:05:06.000001;Perly19;2496619.32;1113234.14;;
1012.1;bpexpec02135b;91251;  N 1a;;12823;2015;11139;2015;2 mois par an;290.0;Toutes_Directions;116400.0;CAR;2016-10-12 10:05:06.000001;Perly12;2496807.80;1113313.52;;
1010.1;bpexpea02190b;91251;  N 1a;;5311;2015;4529;2015;2 mois par an;160.0;Toutes_Directions;116397.0;CAR;2016-10-12 10:05:06.000001;Perly10;2496648.95;1113152.41;;
1017.1;bpexpeh01880b;91243;  N 1;;2585;2015;2073;2015;2 mois par an;352.0;Toutes_Directions;116407.0;CAR;2016-10-12 10:05:05;Perly17;2496778.60;1113091.77;;
1016.1;bpexpeg01850b;91243;  N 1;;3696;2015;2584;2015;2 mois par an;165.0;Toutes_Directions;115796.0;CAR;2016-10-12 10:05:05;Perly16;2496689.06;1112944.44;;
1014.1;bpexpee02135b;91243;  N 1;;8826;2015;7791;2015;2 mois par an;310.0;Toutes_Directions;117808.0;CAR;2016-10-12 10:05:05;Perly14;2496876.83;1113347.52;;
1015.1;bpexpef02190b;91243;  N 1;;8836;2015;7638;2015;2 mois par an;145.0;Toutes_Directions;116395.0;CAR;2016-10-12 10:05:04;Perly15;2496558.56;1113348.76;;
1502.2;bfnk04865lr;90182;Tunnel de Confignon;;38918;2015;35705;2015;365 jrs/an;320.0;Toutes_Directions;116242.0;CAR;2016-10-12 10:05:04;RNConfignon1503;2495906.86;1114358.21;;
3.2;1171;11266;Quai du Général- GUISAN;;19832;2015;19117;2015;365 jrs/an;108.0;Toutes_Directions;117982.0;PCRT;2016-10-12 10:05:04;Versonnex / Fatio;2500819.23;1117680.49;;
3.1;1172;11266;Quai du Général- GUISAN;;20957;2015;20161;2015;365 jrs/an;292.0;Toutes_Directions;117982.0;PCRT;2016-10-12 10:05:03;Versonnex / Fatio;2500827.72;1117686.14;;
4.1;1106;00094;Quai Gustave- ADOR;;8896;2015;8693;2015;365 jrs/an;60.0;Toutes_Directions;110886.0;PCRT;2016-10-12 10:05:03;Gustave-Ador / Guisan;2500821.15;1117713.61;;
4.2;1170;00094;Quai Gustave- ADOR;;9126;2015;9052;2015;365 jrs/an;240.0;Toutes_Directions;110886.0;PCRT;2016-10-12 10:05:03;Gustave-Ador / Guisan;2500824.57;1117722.22;;
134.2;25309;18180;Avenue Louis- PICTET;;7514;2015;6671;2015;2 mois par an;25.0;Tourner_Droite;116217.0;PCRT;2016-10-12 10:05:03;Louis-Pictet / ouest Nant-d'Avril;2495619.75;1119571.51;;
134.1;25310;18180;Avenue Louis- PICTET;;8503;2015;7700;2015;2 mois par an;190.0;Toutes_Directions;116217.0;PCRT;2016-10-12 10:05:02;Louis-Pictet / ouest Nant-d'Avril;2495612.34;1119575.92;;
132.2;25365;16780;Route du Nant-d'Avril;;17006;2015;14749;2015;2 mois par an;90.0;Toutes_Directions;115920.0;PCRT;2016-10-12 10:05:02;Nant-Avril / est Pictet;2495691.26;1119606.97;;
132.1;25361;16780;Route du Nant-d'Avril;;19995;2015;17279;2015;2 mois par an;270.0;Toutes_Directions;115920.0;PCRT;2016-10-12 10:05:02;Nant-Avril / est Pictet;2495694.47;1119612.47;;
67.1;53603;14265;Rue de Lyon;;12179;2015;11567;2015;365 jrs/an;105.0;Toutes_Directions;117573.0;PCRT;2016-10-12 10:05:01;Lyon / Charmilles;2498502.57;1118343.20;;
130.2;25708;10758;Route des Franchises;;5932;2015;5586;2015;2 mois par an;140.0;Toutes_Directions;119213.0;PCRT;2016-10-12 10:05:01;Franchises / ECG Dunant;2498160.09;1118870.59;;
6076.2;14509;15482;Route de Meyrin;;7770;2015;7670;2015;365 jrs/an;110.0;Toutes_Directions;110654.0;PCRT;2016-10-12 10:05:01;Meyrin / Rod;2498546.36;1119050.49;;
6076.1;14510;15482;Route de Meyrin;;8611;2015;8328;2015;365 jrs/an;290.0;Toutes_Directions;110654.0;PCRT;2016-10-12 10:05:01;Meyrin / Rod;2498550.79;1119055.07;;
221.1;27760;19470;Route de Pré-Bois;;6555;2015;6012;2015;365 jrs/an;20.0;Toutes_Directions;120127.0;PCRT;2016-10-12 10:05:00;Pré-Bois / Coquelicots;2496466.35;1119730.68;;
221.20000000000002;27780;;;;11196;2015;10548;2015;365 jrs/an;200.0;Toutes_Directions;115077.0;PCRT;2016-10-12 10:05:00;Pré-Bois / Coquelicots;2496410.66;1119605.89;;
223.20000000000002;25690;25011;Route de Vernier;;19726;2015;17191;2015;365 jrs/an;285.0;Toutes_Directions;115572.0;PCRT;2016-10-12 10:04:59;Vernier / Croisette;2496192.53;1119535.14;;
223.1;25686;25011;Route de Vernier;;18044;2015;15814;2015;365 jrs/an;105.0;Toutes_Directions;115572.0;PCRT;2016-10-12 10:04:59;Vernier / Croisette;2496162.73;1119532.06;;
256.2;8803;62529;Tunnel des Communes-Réunies;;7891;2015;7283;2015;2 mois par an;345.0;Toutes_Directions;118802.0;PCRT;2016-10-12 10:04:59;Communes-Réunies / Trémie;2498366.58;1114756.82;;
256.1;8802;62529;Tunnel des Communes-Réunies;;7054;2015;6513;2015;2 mois par an;165.0;Toutes_Directions;118802.0;PCRT;2016-10-12 10:04:59;Communes-Réunies / Trémie;2498362.34;1114757.16;;
254.20000000000002;8808;06785;Avenue des Communes-Réunies;;5917;2015;5465;2015;2 mois par an;350.0;Toutes_Directions;114965.0;PCRT;2016-10-12 10:04:58.000001;Communes-Réunies / Palettes;2498379.31;1114721.34;;
254.1;8801;06785;Avenue des Communes-Réunies;;2225;2015;2165;2015;2 mois par an;170.0;Toutes_Directions;117495.0;PCRT;2016-10-12 10:04:58.000001;Communes-Réunies / Palettes;2498363.21;1114720.92;;
258.2;8871;06785;Avenue des Communes-Réunies;;6934;2015;6508;2015;2 mois par an;350.0;Toutes_Directions;115661.0;PCRT;2016-10-12 10:04:58.000001;Communes-Réunies / Palettes;2498400.25;1114621.18;;
